110: 00
1111: 01
100: 02
101: 03
1110111: 04
111000: 05
111001: 06
111010: 07
111011000010010: 08
111011000010011: 09
111011000010100: 0a
111011000010101: 0b
111011000010110: 0c
111011000010111: 0d
111011000011000: 0e
111011000011001: 0f
111011000011010: 10
0: 11
111011000011011: 12
111011000011100: 13
111011000011101: 14
111011000011110: 15
111011000011111: 16
111011000100000: 17
111011000100001: 18
111011000100010: 19
111011000100011: 1a
111011000100100: 1b
111011000100101: 1c
111011000100110: 1d
111011000100111: 1e
111011000101000: 1f
111011000101001: 20
111011000101010: 21
111011000101011: 22
111011000101100: 23
111011000101101: 24
111011000101110: 25
111011000101111: 26
111011000110000: 27
111011000110001: 28
111011000110010: 29
111011000110011: 2a
111011000110100: 2b
111011000110101: 2c
111011000110110: 2d
111011000110111: 2e
111011000111000: 2f
111011000111001: 30
111011000111010: 31
111011000111011: 32
111011000111100: 33
111011000111101: 34
111011000111110: 35
111011000111111: 36
111011001000000: 37
111011001000001: 38
111011001000010: 39
111011001000011: 3a
111011001000100: 3b
111011001000101: 3c
111011001000110: 3d
111011001000111: 3e
111011001001000: 3f
111011001001001: 40
111011001001010: 41
111011001001011: 42
111011001001100: 43
111011001001101: 44
111011001001110: 45
111011001001111: 46
111011001010000: 47
111011001010001: 48
111011001010010: 49
111011001010011: 4a
111011001010100: 4b
111011001010101: 4c
111011001010110: 4d
111011001010111: 4e
111011001011000: 4f
111011001011001: 50
111011001011010: 51
111011001011011: 52
111011001011100: 53
111011001011101: 54
111011001011110: 55
111011001011111: 56
111011001100000: 57
111011001100001: 58
111011001100010: 59
111011001100011: 5a
111011001100100: 5b
111011001100101: 5c
111011001100110: 5d
111011001100111: 5e
111011001101000: 5f
111011001101001: 60
111011001101010: 61
111011001101011: 62
111011001101100: 63
111011001101101: 64
111011001101110: 65
111011001101111: 66
111011001110000: 67
111011001110001: 68
111011001110010: 69
111011001110011: 6a
111011001110100: 6b
111011001110101: 6c
111011001110110: 6d
111011001110111: 6e
111011001111000: 6f
111011001111001: 70
111011001111010: 71
111011001111011: 72
111011001111100: 73
111011001111101: 74
111011001111110: 75
111011001111111: 76
111011010000000: 77
111011010000001: 78
111011010000010: 79
111011010000011: 7a
111011010000100: 7b
111011010000101: 7c
111011010000110: 7d
111011010000111: 7e
111011010001000: 7f
111011010001001: 80
111011010001010: 81
111011010001011: 82
111011010001100: 83
111011010001101: 84
111011010001110: 85
111011010001111: 86
111011010010000: 87
111011010010001: 88
111011010010010: 89
111011010010011: 8a
111011010010100: 8b
111011010010101: 8c
111011010010110: 8d
111011010010111: 8e
111011010011000: 8f
111011010011001: 90
111011010011010: 91
111011010011011: 92
111011010011100: 93
111011010011101: 94
111011010011110: 95
111011010011111: 96
111011010100000: 97
111011010100001: 98
111011010100010: 99
111011010100011: 9a
111011010100100: 9b
111011010100101: 9c
111011010100110: 9d
111011010100111: 9e
111011010101000: 9f
111011010101001: a0
111011010101010: a1
111011010101011: a2
111011010101100: a3
111011010101101: a4
111011010101110: a5
111011010101111: a6
111011010110000: a7
111011010110001: a8
111011010110010: a9
111011010110011: aa
111011010110100: ab
111011010110101: ac
111011010110110: ad
111011010110111: ae
111011010111000: af
111011010111001: b0
111011010111010: b1
111011010111011: b2
111011010111100: b3
111011010111101: b4
111011010111110: b5
111011010111111: b6
111011011000000: b7
111011011000001: b8
111011011000010: b9
111011011000011: ba
111011011000100: bb
111011011000101: bc
111011011000110: bd
111011011000111: be
111011011001000: bf
111011011001001: c0
111011011001010: c1
111011011001011: c2
111011011001100: c3
111011011001101: c4
111011011001110: c5
111011011001111: c6
111011011010000: c7
111011011010001: c8
111011011010010: c9
111011011010011: ca
111011011010100: cb
111011011010101: cc
111011011010110: cd
111011011010111: ce
111011011011000: cf
111011011011001: d0
111011011011010: d1
111011011011011: d2
111011011011100: d3
111011011011101: d4
111011011011110: d5
111011011011111: d6
111011011100000: d7
111011011100001: d8
111011011100010: d9
111011011100011: da
111011011100100: db
111011011100101: dc
111011011100110: dd
111011011100111: de
111011011101000: df
111011011101001: e0
111011011101010: e1
111011011101011: e2
111011011101100: e3
111011011101101: e4
111011011101110: e5
111011011101111: e6
111011011110000: e7
111011011110001: e8
111011011110010: e9
111011011110011: ea
111011011110100: eb
111011011110101: ec
111011011110110: ed
111011011110111: ee
111011011111000: ef
111011011111001: f0
111011011111010: f1
111011011111011: f2
111011011111100: f3
111011011111101: f4
111011011111110: f5
111011011111111: f6
11101100000000: f7
11101100000001: f8
11101100000010: f9
11101100000011: fa
11101100000100: fb
11101100000101: fc
11101100000110: fd
11101100000111: fe
11101100001000: ff
