111: 00
1000: 01
110101: 02
110110: 03
11000: 04
110111100000101010: 05
110111100000101011: 06
110111100000101100: 07
11001: 08
110111100000101101: 09
110111100000101110: 0a
110111100000101111: 0b
110111100000110000: 0c
110111100000110001: 0d
110111100000110010: 0e
110111100000110011: 0f
110111100000110100: 10
0: 11
110111100000110101: 12
110111100000110110: 13
110111100000110111: 14
110111100000111000: 15
110111100000111001: 16
110111100000111010: 17
110111100000111011: 18
110111100000111100: 19
110111100000111101: 1a
110111100000111110: 1b
110111100000111111: 1c
110111100001000000: 1d
110111100001000001: 1e
110111100001000010: 1f
110111100001000011: 20
110111100001000100: 21
110111100001000101: 22
110111100001000110: 23
110111100001000111: 24
110111100001001000: 25
110111100001001001: 26
110111100001001010: 27
110111100001001011: 28
110111100001001100: 29
110111100001001101: 2a
110111100001001110: 2b
110111100001001111: 2c
110111100001010000: 2d
110111100001010001: 2e
110111100001010010: 2f
110111100001010011: 30
110111100001010100: 31
110111100001010101: 32
110111100001010110: 33
110111100001010111: 34
110111100001011000: 35
110111100001011001: 36
110111100001011010: 37
11010010: 38
110111100001011011: 39
110111100001011100: 3a
110111100001011101: 3b
110111100001011110: 3c
110111100001011111: 3d
110111100001100000: 3e
110111100001100001: 3f
110111100001100010: 40
110111100001100011: 41
110111100001100100: 42
110111100001100101: 43
110111100001100110: 44
110111100001100111: 45
110111100001101000: 46
110111100001101001: 47
110111100001101010: 48
110111100001101011: 49
110111100001101100: 4a
110111100001101101: 4b
110111100001101110: 4c
110111100001101111: 4d
110111100001110000: 4e
110111100001110001: 4f
110111100001110010: 50
110111100001110011: 51
110111100001110100: 52
110111100001110101: 53
110111100001110110: 54
110111100001110111: 55
110111100001111000: 56
110111100001111001: 57
110111101: 58
110111100001111010: 59
110111100001111011: 5a
110111100001111100: 5b
110111100001111101: 5c
110111100001111110: 5d
110111100001111111: 5e
110111100010000000: 5f
110111100010000001: 60
110111100010000010: 61
110111100010000011: 62
110111100010000100: 63
1001: 64
110111100010000101: 65
110111100010000110: 66
110111100010000111: 67
110111100010001000: 68
110111100010001001: 69
110111100010001010: 6a
110111100010001011: 6b
110111100010001100: 6c
110111100010001101: 6d
110111100010001110: 6e
110111100010001111: 6f
110111100010010000: 70
110111100010010001: 71
110111100010010010: 72
110111100010010011: 73
110111100010010100: 74
110111100010010101: 75
11010011: 76
110111100010010110: 77
110111100010010111: 78
110111100010011000: 79
110111100010011001: 7a
110111100010011010: 7b
110111100010011011: 7c
110111100010011100: 7d
110111100010011101: 7e
110111100010011110: 7f
11011100: 80
110111100010011111: 81
110111100010100000: 82
110111100010100001: 83
110111100010100010: 84
110111100010100011: 85
110111100010100100: 86
110111100010100101: 87
1101111001: 88
110111100010100110: 89
110111100010100111: 8a
110111100010101000: 8b
110111100010101001: 8c
110111100010101010: 8d
110111100010101011: 8e
110111100010101100: 8f
110111100010101101: 90
110111100010101110: 91
110111100010101111: 92
110111100010110000: 93
110111100010110001: 94
110111100010110010: 95
110111100010110011: 96
110111100010110100: 97
110111100010110101: 98
110111100010110110: 99
110111100010110111: 9a
110111100010111000: 9b
110111100010111001: 9c
110111100010111010: 9d
110111100010111011: 9e
110111100010111100: 9f
110111100010111101: a0
110111100010111110: a1
11011101: a2
110111100010111111: a3
110111100011000000: a4
110111100011000001: a5
110111100011000010: a6
110111100011000011: a7
110111100011000100: a8
110111100011000101: a9
110111100011000110: aa
110111100011000111: ab
110111100011001000: ac
110111100011001001: ad
110111100011001010: ae
110111100011001011: af
110111100011001100: b0
110111100011001101: b1
110111100011001110: b2
110111100011001111: b3
110111100011010000: b4
110111100011010001: b5
110111110: b6
110111100011010010: b7
110111100011010011: b8
110111100011010100: b9
110111100011010101: ba
110111100011010110: bb
110111100011010111: bc
110111100011011000: bd
110111100011011001: be
110111100011011010: bf
110111100011011011: c0
110111100011011100: c1
110111100011011101: c2
110111100011011110: c3
110111100011011111: c4
110111100011100000: c5
110111100011100001: c6
110111100011100010: c7
110111100011100011: c8
110111100011100100: c9
110111100011100101: ca
110111100011100110: cb
110111100011100111: cc
110111100011101000: cd
110111100011101001: ce
110111100011101010: cf
110111100011101011: d0
110111100011101100: d1
110111100011101101: d2
110111100011101110: d3
110111100011101111: d4
110111100011110000: d5
110111100011110001: d6
110111100011110010: d7
110100000: d8
110111100011110011: d9
110111100011110100: da
110111100011110101: db
110111100011110110: dc
110111100011110111: dd
110111100011111000: de
110111100011111001: df
110111100011111010: e0
110111100011111011: e1
110111100011111100: e2
110111100011111101: e3
110111100011111110: e4
110111100011111111: e5
11011110000000000: e6
11011110000000001: e7
110100001: e8
11011110000000010: e9
11011110000000011: ea
11011110000000100: eb
11011110000000101: ec
11011110000000110: ed
11011110000000111: ee
11011110000001000: ef
11011110000001001: f0
11011110000001010: f1
110100010: f2
11011110000001011: f3
11011110000001100: f4
11011110000001101: f5
11011110000001110: f6
11011110000001111: f7
11011110000010000: f8
11011110000010001: f9
11011110000010010: fa
11011110000010011: fb
110100011: fc
11011110000010100: fd
110111111: fe
101: ff
