111: 00
0010: 01
0011: 02
1000: 03
00011: 04
1001: 05
0001000010110: 06
0001000010111: 07
0001000011000: 08
0001000011001: 09
0001000011010: 0a
0001000011011: 0b
0001000011100: 0c
0001000011101: 0d
0001000011110: 0e
0001000011111: 0f
0001000100000: 10
01: 11
0001000100001: 12
0001000100010: 13
0001000100011: 14
0001000100100: 15
0001000100101: 16
0001000100110: 17
0001000100111: 18
0001000101000: 19
0001000101001: 1a
0001000101010: 1b
0001000101011: 1c
0001000101100: 1d
0001000101101: 1e
0001000101110: 1f
0001000101111: 20
0001000110000: 21
0001000110001: 22
0001000110010: 23
0001000110011: 24
0001000110100: 25
0001000110101: 26
0001000110110: 27
0001000110111: 28
0001000111000: 29
0001000111001: 2a
0001000111010: 2b
0001000111011: 2c
0001000111100: 2d
0001000111101: 2e
0001000111110: 2f
0001000111111: 30
0001001000000: 31
0001001000001: 32
1010: 33
0001001000010: 34
0001001000011: 35
0001001000100: 36
0001001000101: 37
0001001000110: 38
0001001000111: 39
0001001001000: 3a
0001001001001: 3b
0001001001010: 3c
0001001001011: 3d
0001001001100: 3e
0001001001101: 3f
0001001001110: 40
0001001001111: 41
0001001010000: 42
0001001010001: 43
0001001010010: 44
0001001010011: 45
0001001010100: 46
0001001010101: 47
0001001010110: 48
0001001010111: 49
0001001011000: 4a
0001001011001: 4b
0001001011010: 4c
0001001011011: 4d
0001001011100: 4e
0001001011101: 4f
0001001011110: 50
0001001011111: 51
0001001100000: 52
0001001100001: 53
0001001100010: 54
0001001100011: 55
0001001100100: 56
0001001100101: 57
0001001100110: 58
0001001100111: 59
0001001101000: 5a
0001001101001: 5b
0001001101010: 5c
0001001101011: 5d
0001001101100: 5e
0001001101101: 5f
0001001101110: 60
0001001101111: 61
0001001110000: 62
0001001110001: 63
0001001110010: 64
0001001110011: 65
0001001110100: 66
0001001110101: 67
0001001110110: 68
0001001110111: 69
0001001111000: 6a
0001001111001: 6b
0001001111010: 6c
0001001111011: 6d
0001001111100: 6e
0001001111101: 6f
0001001111110: 70
0001001111111: 71
0001010000000: 72
0001010000001: 73
0001010000010: 74
0001010000011: 75
0001010000100: 76
0001010000101: 77
0001010000110: 78
0001010000111: 79
0001010001000: 7a
0001010001001: 7b
0001010001010: 7c
0001010001011: 7d
0001010001100: 7e
0001010001101: 7f
0001010001110: 80
0001010001111: 81
0001010010000: 82
0001010010001: 83
0001010010010: 84
0001010010011: 85
0001010010100: 86
0001010010101: 87
0001010010110: 88
0001010010111: 89
0001010011000: 8a
0001010011001: 8b
0001010011010: 8c
0001010011011: 8d
0001010011100: 8e
0001010011101: 8f
0001010011110: 90
0001010011111: 91
0001010100000: 92
0001010100001: 93
0001010100010: 94
0001010100011: 95
0001010100100: 96
0001010100101: 97
0001010100110: 98
0001010100111: 99
0001010101000: 9a
0001010101001: 9b
0001010101010: 9c
0001010101011: 9d
0001010101100: 9e
0001010101101: 9f
0001010101110: a0
0001010101111: a1
0001010110000: a2
0001010110001: a3
0001010110010: a4
0001010110011: a5
0001010110100: a6
0001010110101: a7
0001010110110: a8
0001010110111: a9
0001010111000: aa
0001010111001: ab
0001010111010: ac
0001010111011: ad
0001010111100: ae
0001010111101: af
0001010111110: b0
0001010111111: b1
0001011000000: b2
0001011000001: b3
0001011000010: b4
0001011000011: b5
0001011000100: b6
0001011000101: b7
0001011000110: b8
0001011000111: b9
0001011001000: ba
0001011001001: bb
0001011001010: bc
0001011001011: bd
0001011001100: be
0001011001101: bf
0001011001110: c0
0001011001111: c1
0001011010000: c2
0001011010001: c3
0001011010010: c4
0001011010011: c5
0001011010100: c6
0001011010101: c7
0001011010110: c8
0001011010111: c9
0001011011000: ca
0001011011001: cb
0001011011010: cc
0001011011011: cd
0001011011100: ce
0001011011101: cf
0001011011110: d0
0001011011111: d1
0001011100000: d2
0001011100001: d3
0001011100010: d4
0001011100011: d5
0001011100100: d6
0001011100101: d7
0001011100110: d8
0001011100111: d9
0001011101000: da
0001011101001: db
0001011101010: dc
0001011101011: dd
0001011101100: de
0001011101101: df
0001011101110: e0
0001011101111: e1
0001011110000: e2
0001011110001: e3
0001011110010: e4
0001011110011: e5
0001011110100: e6
0001011110101: e7
0000: e8
0001011110110: e9
0001011110111: ea
0001011111000: eb
0001011111001: ec
0001011111010: ed
0001011111011: ee
0001011111100: ef
0001011111101: f0
0001011111110: f1
0001011111111: f2
000100000000: f3
000100000001: f4
000100000010: f5
000100000011: f6
000100000100: f7
000100000101: f8
000100000110: f9
000100000111: fa
000100001000: fb
000100001001: fc
000100001010: fd
1011: fe
110: ff
