111: 00
10111: 01
000: 02
0100: 03
0101: 04
101101: 05
10110000011100: 06
10110000011101: 07
01110: 08
10110000011110: 09
10110000011111: 0a
10110000100000: 0b
10110000100001: 0c
10110000100010: 0d
10110000100011: 0e
10110000100100: 0f
10110000100101: 10
110: 11
10110000100110: 12
10110000100111: 13
10110000101000: 14
10110000101001: 15
10110000101010: 16
10110000101011: 17
10110000101100: 18
10110000101101: 19
10110000101110: 1a
10110000101111: 1b
10110000110000: 1c
10110000110001: 1d
10110000110010: 1e
10110000110011: 1f
10110000110100: 20
10110000110101: 21
10110000110110: 22
10110000110111: 23
10110000111000: 24
10110000111001: 25
10110000111010: 26
10110000111011: 27
10110000111100: 28
10110000111101: 29
10110000111110: 2a
10110000111111: 2b
10110001000000: 2c
10110001000001: 2d
10110001000010: 2e
10110001000011: 2f
10110001000100: 30
10110001000101: 31
10110001000110: 32
001: 33
10110001000111: 34
10110001001000: 35
10110001001001: 36
10110001001010: 37
01111: 38
10110001001011: 39
10110001001100: 3a
10110001001101: 3b
10110001001110: 3c
10110001001111: 3d
10110001010000: 3e
10110001010001: 3f
10110001010010: 40
10110001010011: 41
10110001010100: 42
10110001010101: 43
10110001010110: 44
10110001010111: 45
10110001011000: 46
10110001011001: 47
10110001011010: 48
10110001011011: 49
10110001011100: 4a
10110001011101: 4b
10110001011110: 4c
10110001011111: 4d
10110001100000: 4e
10110001100001: 4f
10110001100010: 50
10110001100011: 51
10110001100100: 52
10110001100101: 53
10110001100110: 54
10110001100111: 55
10110001101000: 56
10110001101001: 57
10110001101010: 58
10110001101011: 59
10110001101100: 5a
10110001101101: 5b
10110001101110: 5c
10110001101111: 5d
10110001110000: 5e
10110001110001: 5f
10110001110010: 60
10110001110011: 61
10110001110100: 62
10110001110101: 63
10110001110110: 64
10110001110111: 65
10110001111000: 66
10110001111001: 67
10110001111010: 68
10110001111011: 69
10110001111100: 6a
10110001111101: 6b
10110001111110: 6c
10110001111111: 6d
10110010000000: 6e
10110010000001: 6f
10110010000010: 70
10110010000011: 71
10110010000100: 72
10110010000101: 73
10110010000110: 74
10110010000111: 75
10110010001000: 76
10110010001001: 77
10110010001010: 78
10110010001011: 79
10110010001100: 7a
10110010001101: 7b
10110010001110: 7c
10110010001111: 7d
10110010010000: 7e
10110010010001: 7f
10110010010010: 80
10110010010011: 81
10110010010100: 82
10110010010101: 83
10110010010110: 84
10110010010111: 85
10110010011000: 86
10110010011001: 87
10110010011010: 88
10110010011011: 89
10110010011100: 8a
10110010011101: 8b
10110010011110: 8c
10110010011111: 8d
10110010100000: 8e
10110010100001: 8f
10110010100010: 90
10110010100011: 91
10110010100100: 92
10110010100101: 93
10110010100110: 94
10110010100111: 95
10110010101000: 96
10110010101001: 97
10110010101010: 98
10110010101011: 99
10110010101100: 9a
10110010101101: 9b
10110010101110: 9c
10110010101111: 9d
10110010110000: 9e
10110010110001: 9f
10110010110010: a0
10110010110011: a1
10110010110100: a2
10110010110101: a3
10110010110110: a4
10110010110111: a5
10110010111000: a6
10110010111001: a7
10110010111010: a8
10110010111011: a9
10110010111100: aa
10110010111101: ab
10110010111110: ac
10110010111111: ad
10110011000000: ae
10110011000001: af
10110011000010: b0
10110011000011: b1
10110011000100: b2
10110011000101: b3
10100: b4
10110011000110: b5
10110011000111: b6
10110011001000: b7
10110011001001: b8
10110011001010: b9
10110011001011: ba
10110011001100: bb
10110011001101: bc
10110011001110: bd
10110011001111: be
10110011010000: bf
10110011010001: c0
10110011010010: c1
10110011010011: c2
10110011010100: c3
10110011010101: c4
10110011010110: c5
10110011010111: c6
10110011011000: c7
10110011011001: c8
10110011011010: c9
10110011011011: ca
10110011011100: cb
10110011011101: cc
10110011011110: cd
10110011011111: ce
10110011100000: cf
10110011100001: d0
10110011100010: d1
10110011100011: d2
10110011100100: d3
10110011100101: d4
10110011100110: d5
10110011100111: d6
10110011101000: d7
10110011101001: d8
10110011101010: d9
10110011101011: da
10110011101100: db
10110011101101: dc
10110011101110: dd
10110011101111: de
10110011110000: df
10110011110001: e0
10110011110010: e1
10110011110011: e2
10110011110100: e3
10110011110101: e4
10110011110110: e5
10110011110111: e6
10110011111000: e7
10101: e8
10110011111001: e9
10110011111010: ea
10110011111011: eb
10110011111100: ec
10110011111101: ed
10110011111110: ee
10110011111111: ef
1011000000000: f0
1011000000001: f1
1011000000010: f2
1011000000011: f3
1011000000100: f4
1011000000101: f5
1011000000110: f6
1011000000111: f7
1011000001000: f8
1011000001001: f9
1011000001010: fa
1011000001011: fb
1011000001100: fc
1011000001101: fd
0110: fe
100: ff
