11101: 00
0100111: 01
1111: 02
01000: 03
01100: 04
00: 05
110: 06
010010011: 07
0100101: 08
01101000001001111010: 09
01101000001001111011: 0a
01101000001001111100: 0b
01101000001001111101: 0c
01101000001001111110: 0d
01101000001001111111: 0e
01101000001010000000: 0f
01101000001010000001: 10
01011: 11
01101000001010000010: 12
01101000001010000011: 13
1110010: 14
01101000001010000100: 15
01101000001010000101: 16
01101000001010000110: 17
101101: 18
01101000001010000111: 19
01101000001010001000: 1a
01101000001010001001: 1b
01101000001010001010: 1c
01101000001010001011: 1d
01101000001010001100: 1e
01101000001010001101: 1f
1001010: 20
01101000001010001110: 21
01101000001010001111: 22
01101000001010010000: 23
01101000001010010001: 24
01101000001010010010: 25
1001011: 26
01101000001010010011: 27
01101000001010010100: 28
01101000001010010101: 29
01101000001010010110: 2a
01101000001010010111: 2b
01101000001010011000: 2c
01101000001010011001: 2d
01101000001010011010: 2e
01101000001010011011: 2f
011010001: 30
01101000001010011100: 31
1001100: 32
0110101: 33
01101000001010011101: 34
01101000001010011110: 35
01101000001010011111: 36
01101000001010100000: 37
011011: 38
01101000001010100001: 39
01101000001010100010: 3a
01101000001010100011: 3b
01101000001010100100: 3c
01101000001010100101: 3d
1001101: 3e
01101000001010100110: 3f
101110: 40
01101000001010100111: 41
01101000001010101000: 42
01101000001010101001: 43
01101000001010101010: 44
01101000001010101011: 45
01101000001010101100: 46
01101000001010101101: 47
01101000001010101110: 48
01101000001010101111: 49
01101000001010110000: 4a
01101000001010110001: 4b
01101000001010110010: 4c
01101000001010110011: 4d
01101000001010110100: 4e
01101000001010110101: 4f
1001110: 50
01101000001010110110: 51
011100: 52
01101000001010110111: 53
01101000001010111000: 54
01101000001010111001: 55
1001111: 56
01101000001010111010: 57
01101000001010111011: 58
01101000001010111100: 59
01101000001010111101: 5a
01101000001010111110: 5b
01101000001010111111: 5c
01101000001011000000: 5d
101111: 5e
01101000001011000001: 5f
01101000001011000010: 60
01101000001011000011: 61
01101000001011000100: 62
01101000001011000101: 63
011101: 64
01101000001011000110: 65
01101000001011000111: 66
01101000001011001000: 67
01101000001011001001: 68
01101000001011001010: 69
111000: 6a
01101000001011001011: 6b
0110100001: 6c
01101000001011001100: 6d
01101000001011001101: 6e
01101000001011001110: 6f
01101000001011001111: 70
01101000001011010000: 71
01101000001011010001: 72
01101000001011010010: 73
010010000: 74
01101000001011010011: 75
01101000001011010100: 76
01101000001011010101: 77
01101000001011010110: 78
01101000001011010111: 79
1010000: 7a
01101000001011011000: 7b
0110100110: 7c
01101000001011011001: 7d
01101000001011011010: 7e
01101000001011011011: 7f
01101000001011011100: 80
01101000001011011101: 81
011110: 82
01101000001011011110: 83
01101000001011011111: 84
01101000001011100000: 85
1010001: 86
01101000001011100001: 87
0110100111: 88
01101000001011100010: 89
01101000001011100011: 8a
01101000001011100100: 8b
1010010: 8c
01101000001011100101: 8d
01101000001011100110: 8e
01101000001011100111: 8f
01101000001011101000: 90
01101000001011101001: 91
1010011: 92
01101000001011101010: 93
011111: 94
01101000001011101011: 95
1010100: 96
01101000001011101100: 97
01101000001011101101: 98
01101000001011101110: 99
100000: 9a
01101000001011101111: 9b
01101000001011110000: 9c
01101000001011110001: 9d
01101000001011110010: 9e
01101000001011110011: 9f
1010101: a0
01101000001011110100: a1
1011001000: a2
01101000001011110101: a3
1010110: a4
01101000001011110110: a5
01101000001011110111: a6
01101000001011111000: a7
1110011: a8
01101000001011111001: a9
01101000001011111010: aa
01101000001011111011: ab
01101000001011111100: ac
01101000001011111101: ad
01101000001011111110: ae
01101000001011111111: af
01010: b0
0110100000100000000: b1
1010111: b2
0110100000100000001: b3
100001: b4
0110100000100000010: b5
0110100000100000011: b6
0110100000100000100: b7
0110100000100000101: b8
0110100000100000110: b9
0110100000100000111: ba
0110100000100001000: bb
1011001001: bc
0110100000100001001: bd
0110100000100001010: be
0110100000100001011: bf
0110100000100001100: c0
0110100000100001101: c1
1011000: c2
0110100000100001110: c3
1011001010: c4
0110100000100001111: c5
0110100000100010000: c6
0110100000100010001: c7
0110100000100010010: c8
0110100000100010011: c9
100010: ca
0110100000100010100: cb
011010010: cc
0110100000100010101: cd
0110100000100010110: ce
0110100000100010111: cf
0110100000100011000: d0
0110100000100011001: d1
0110100000100011010: d2
0110100000100011011: d3
0110100000100011100: d4
0110100000100011101: d5
0110100000100011110: d6
0110100000100011111: d7
010010001: d8
0110100000100100000: d9
0110100000100100001: da
0110100000100100010: db
1011001011: dc
0110100000100100011: dd
0110100000100100100: de
0110100000100100101: df
0110100000100100110: e0
0110100000100100111: e1
0110100000100101000: e2
0110100000100101001: e3
0110100000100101010: e4
0110100000100101011: e5
0110100000100101100: e6
0110100000100101101: e7
100011: e8
0110100000100101110: e9
1011001100: ea
0110100000100101111: eb
0110100000100110000: ec
0110100000100110001: ed
101100111: ee
0110100000100110010: ef
0110100000100110011: f0
0110100000100110100: f1
0100110: f2
0110100000100110101: f3
010010010: f4
0110100000100110110: f5
0110100000100110111: f6
0110100000100111000: f7
1011001101: f8
0110100000100111001: f9
0110100000100111010: fa
0110100000100111011: fb
100100: fc
0110100000100111100: fd
011010000011: fe
01101000000: ff
