101: 00
11100: 01
11101: 02
11110: 03
100111: 04
11111: 05
10011000010100: 06
10011000010101: 07
10011000010110: 08
10011000010111: 09
10011000011000: 0a
10011000011001: 0b
10011000011010: 0c
10011000011011: 0d
10011000011100: 0e
10011000011101: 0f
10011000011110: 10
0: 11
10011000011111: 12
10011000100000: 13
10011000100001: 14
10011000100010: 15
10011000100011: 16
10011000100100: 17
10011000100101: 18
10011000100110: 19
10011000100111: 1a
10011000101000: 1b
10011000101001: 1c
10011000101010: 1d
10011000101011: 1e
10011000101100: 1f
10011000101101: 20
10011000101110: 21
10011000101111: 22
10011000110000: 23
10011000110001: 24
10011000110010: 25
10011000110011: 26
10011000110100: 27
10011000110101: 28
10011000110110: 29
10011000110111: 2a
10011000111000: 2b
10011000111001: 2c
10011000111010: 2d
10011000111011: 2e
10011000111100: 2f
10011000111101: 30
10011000111110: 31
10011000111111: 32
10011001000000: 33
10011001000001: 34
10011001000010: 35
10011001000011: 36
10011001000100: 37
10011001000101: 38
10011001000110: 39
10011001000111: 3a
10011001001000: 3b
10011001001001: 3c
10011001001010: 3d
10011001001011: 3e
10011001001100: 3f
10011001001101: 40
10011001001110: 41
10011001001111: 42
10011001010000: 43
10011001010001: 44
10011001010010: 45
10011001010011: 46
10011001010100: 47
10011001010101: 48
10011001010110: 49
10011001010111: 4a
10011001011000: 4b
10011001011001: 4c
10011001011010: 4d
10011001011011: 4e
10011001011100: 4f
10011001011101: 50
10011001011110: 51
10011001011111: 52
10011001100000: 53
10011001100001: 54
10011001100010: 55
10011001100011: 56
10011001100100: 57
10011001100101: 58
10011001100110: 59
10011001100111: 5a
10011001101000: 5b
10011001101001: 5c
10011001101010: 5d
10011001101011: 5e
10011001101100: 5f
10011001101101: 60
10011001101110: 61
10011001101111: 62
10011001110000: 63
10011001110001: 64
10011001110010: 65
10011001110011: 66
10011001110100: 67
10011001110101: 68
10011001110110: 69
10011001110111: 6a
10011001111000: 6b
10011001111001: 6c
10011001111010: 6d
10011001111011: 6e
10011001111100: 6f
10011001111101: 70
10011001111110: 71
10011001111111: 72
10011010000000: 73
10011010000001: 74
10011010000010: 75
10011010000011: 76
10011010000100: 77
10011010000101: 78
10011010000110: 79
10011010000111: 7a
10011010001000: 7b
10011010001001: 7c
10011010001010: 7d
10011010001011: 7e
10011010001100: 7f
10011010001101: 80
10011010001110: 81
10011010001111: 82
10011010010000: 83
10011010010001: 84
10011010010010: 85
10011010010011: 86
10011010010100: 87
10011010010101: 88
10011010010110: 89
10011010010111: 8a
10011010011000: 8b
10011010011001: 8c
10011010011010: 8d
10011010011011: 8e
10011010011100: 8f
10011010011101: 90
10011010011110: 91
10011010011111: 92
10011010100000: 93
10011010100001: 94
10011010100010: 95
10011010100011: 96
10011010100100: 97
10011010100101: 98
10011010100110: 99
10011010100111: 9a
10011010101000: 9b
10011010101001: 9c
10011010101010: 9d
10011010101011: 9e
10011010101100: 9f
10011010101101: a0
10011010101110: a1
10011010101111: a2
10011010110000: a3
10011010110001: a4
10011010110010: a5
10011010110011: a6
10011010110100: a7
10011010110101: a8
10011010110110: a9
10011010110111: aa
10011010111000: ab
10011010111001: ac
10011010111010: ad
10011010111011: ae
10011010111100: af
10011010111101: b0
10011010111110: b1
10011010111111: b2
10011011000000: b3
10011011000001: b4
10011011000010: b5
10011011000011: b6
10011011000100: b7
10011011000101: b8
10011011000110: b9
10011011000111: ba
10011011001000: bb
10011011001001: bc
10011011001010: bd
10011011001011: be
10011011001100: bf
10011011001101: c0
10011011001110: c1
10011011001111: c2
10011011010000: c3
10011011010001: c4
10011011010010: c5
10011011010011: c6
10011011010100: c7
10011011010101: c8
10011011010110: c9
10011011010111: ca
10011011011000: cb
10011011011001: cc
10011011011010: cd
10011011011011: ce
10011011011100: cf
10011011011101: d0
10011011011110: d1
10011011011111: d2
10011011100000: d3
10011011100001: d4
10011011100010: d5
10011011100011: d6
10011011100100: d7
10011011100101: d8
10011011100110: d9
10011011100111: da
10011011101000: db
10011011101001: dc
10011011101010: dd
10011011101011: de
10011011101100: df
10011011101101: e0
10011011101110: e1
10011011101111: e2
10011011110000: e3
10011011110001: e4
10011011110010: e5
10011011110011: e6
10011011110100: e7
10010: e8
10011011110101: e9
10011011110110: ea
10011011110111: eb
10011011111000: ec
10011011111001: ed
10011011111010: ee
10011011111011: ef
10011011111100: f0
10011011111101: f1
10011011111110: f2
10011011111111: f3
1001100000000: f4
1001100000001: f5
1001100000010: f6
1001100000011: f7
1001100000100: f8
1001100000101: f9
1001100000110: fa
1001100000111: fb
1001100001000: fc
1001100001001: fd
1000: fe
110: ff
