000: 00
1100001: 01
1111: 02
111011: 03
011: 04
1101010: 05
1101011: 06
110000000110000: 07
001: 08
110000000110001: 09
110000000110010: 0a
110000000110011: 0b
110000000110100: 0c
110000000110101: 0d
110000000110110: 0e
110000000110111: 0f
110000000111000: 10
10: 11
110000000111001: 12
110000000111010: 13
1101100: 14
110000000111011: 15
110000000111100: 16
110000000111101: 17
1101101: 18
110000000111110: 19
110000000111111: 1a
110000001000000: 1b
110000001000001: 1c
110000001000010: 1d
110000001000011: 1e
110000001000100: 1f
110000001000101: 20
110000001000110: 21
1101110: 22
110000001000111: 23
110000001001000: 24
110000001001001: 25
1101111: 26
110000001001010: 27
1110000: 28
110000001001011: 29
110000001001100: 2a
110000001001101: 2b
110000001001110: 2c
110000001001111: 2d
110000001010000: 2e
110000001010001: 2f
110000001010010: 30
110000001010011: 31
110000001010100: 32
110000001010101: 33
110000001010110: 34
110000001010111: 35
110000001011000: 36
110000001011001: 37
1110001: 38
110000001011010: 39
110000001011011: 3a
110000001011100: 3b
110000001011101: 3c
110000001011110: 3d
110000001011111: 3e
110000001100000: 3f
110000001100001: 40
110000001100010: 41
110000001100011: 42
110000001100100: 43
110000001100101: 44
110000001100110: 45
110000001100111: 46
110000001101000: 47
110000001101001: 48
110000001101010: 49
110000001101011: 4a
110000001101100: 4b
110000001101101: 4c
110000001101110: 4d
110000001101111: 4e
110000001110000: 4f
110000001110001: 50
110000001110010: 51
110000001110011: 52
110000001110100: 53
110000001110101: 54
110000001110110: 55
110000001110111: 56
110000001111000: 57
110001: 58
110000001111001: 59
110000001111010: 5a
110000001111011: 5b
110000001111100: 5c
110000001111101: 5d
110000001111110: 5e
110000001111111: 5f
110000010000000: 60
110000010000001: 61
110000010000010: 62
110000010000011: 63
110000010000100: 64
110000010000101: 65
110000010000110: 66
110000010000111: 67
110000010001000: 68
110000010001001: 69
110000010001010: 6a
110000010001011: 6b
110000010001100: 6c
110000010001101: 6d
110000010001110: 6e
110000010001111: 6f
110000010010000: 70
110000010010001: 71
110000010010010: 72
110000010010011: 73
110000010010100: 74
110000010010101: 75
110000010010110: 76
110000010010111: 77
110000010011000: 78
110000010011001: 79
110000010011010: 7a
110000010011011: 7b
110000010011100: 7c
110000010011101: 7d
110000010011110: 7e
110000010011111: 7f
110000010100000: 80
110000010100001: 81
110000010100010: 82
110000010100011: 83
110000010100100: 84
110000010100101: 85
110000010100110: 86
110000010100111: 87
110000010101000: 88
110000010101001: 89
110000010101010: 8a
110000010101011: 8b
110000010101100: 8c
110000010101101: 8d
110000010101110: 8e
110000010101111: 8f
110000010110000: 90
110000010110001: 91
1110010: 92
110000010110010: 93
110000010110011: 94
110000010110100: 95
110000010110101: 96
110000010110110: 97
110000010110111: 98
110000010111000: 99
110000010111001: 9a
110000010111010: 9b
110000010111011: 9c
110000010111100: 9d
110000010111101: 9e
110000010111110: 9f
110000010111111: a0
110000011000000: a1
110000011000001: a2
110000011000010: a3
1110011: a4
110000011000011: a5
110000011000100: a6
110000011000101: a7
110000011000110: a8
110000011000111: a9
110000011001000: aa
110000011001001: ab
110000011001010: ac
110000011001011: ad
110010: ae
110000011001100: af
110000011001101: b0
110000011001110: b1
110000011001111: b2
110000011010000: b3
110000011010001: b4
110000011010010: b5
110000011010011: b6
110000011010100: b7
110000011010101: b8
110000011010110: b9
110000011010111: ba
110000011011000: bb
110000011011001: bc
110000011011010: bd
110000011011011: be
110000011011100: bf
110000011011101: c0
110000011011110: c1
110000011011111: c2
110000011100000: c3
110000011100001: c4
110000011100010: c5
110000011100011: c6
110000011100100: c7
110000011100101: c8
110000011100110: c9
110000011100111: ca
110000011101000: cb
110000011101001: cc
110000011101010: cd
110000011101011: ce
110000011101100: cf
110011: d0
110000011101101: d1
110000011101110: d2
110000011101111: d3
110000011110000: d4
110000011110001: d5
110000011110010: d6
110000011110011: d7
110000011110100: d8
110000011110101: d9
110000011110110: da
110000011110111: db
110000011111000: dc
110000011111001: dd
1110100: de
110000011111010: df
110000011111011: e0
110000011111100: e1
110000011111101: e2
110000011111110: e3
110000011111111: e4
11000000000000: e5
11000000000001: e6
11000000000010: e7
11000000000011: e8
11000000000100: e9
11000000000101: ea
11000000000110: eb
11000000000111: ec
11000000001000: ed
11000000001001: ee
11000000001010: ef
11000000001011: f0
11000000001100: f1
11000000001101: f2
11000000001110: f3
11000000001111: f4
11000000010000: f5
11000000010001: f6
11000000010010: f7
11000000010011: f8
11000000010100: f9
1110101: fa
11000000010101: fb
11000000010110: fc
11000000010111: fd
110100: fe
010: ff
