11010: 00
11001110: 01
11110: 02
1001101: 03
00: 04
111110010: 05
101010101: 06
11001111: 07
01: 08
1101110: 09
1010101001: 0a
101010100010101000: 0b
100111: 0c
10000: 0d
10001: 0e
101011: 0f
1111111: 10
101000: 11
10010: 12
101010100010101001: 13
11011111: 14
101010100010101010: 15
101010100010101011: 16
101010100010101100: 17
101010100010101101: 18
101010100010101110: 19
11011000: 1a
101010100010101111: 1b
101010100010110000: 1c
101010100010110001: 1d
101010100010110010: 1e
101010100010110011: 1f
101010100010110100: 20
101010100010110101: 21
110000010: 22
101010100010110110: 23
1100100100: 24
101010100010110111: 25
10101011: 26
101010100010111000: 27
101010100010111001: 28
101010100010111010: 29
1100100101: 2a
101010100010111011: 2b
1100100110: 2c
101010100010111100: 2d
101010100010111101: 2e
101010100010111110: 2f
101010100010111111: 30
101010100011000000: 31
110000011: 32
101010100011000001: 33
101010100011000010: 34
101010100011000011: 35
101010100011000100: 36
101010100011000101: 37
10111100: 38
101010100011000110: 39
110000100: 3a
101010100011000111: 3b
101010100011001000: 3c
101010100011001001: 3d
111110011: 3e
101010100011001010: 3f
1100100111: 40
101010100011001011: 41
101010100011001100: 42
101010100011001101: 43
101010100011001110: 44
101010100011001111: 45
101010100011010000: 46
101010100011010001: 47
1100101000: 48
101010100011010010: 49
10111101: 4a
101010100011010011: 4b
1100101001: 4c
101010100011010100: 4d
101010100011010101: 4e
101010100011010110: 4f
11111000: 50
101010100011010111: 51
1100101010: 52
101010100011011000: 53
101010100011011001: 54
1110: 55
101010100011011010: 56
101010100011011011: 57
101010100011011100: 58
101010100011011101: 59
10111110: 5a
101010100011011110: 5b
111110100: 5c
101010100011011111: 5d
1100101011: 5e
101010100011100000: 5f
1100101100: 60
101010100011100001: 61
101010100011100010: 62
101010100011100011: 63
101010100011100100: 64
101010100011100101: 65
101010100011100110: 66
101010100011100111: 67
101110: 68
101010100011101000: 69
101010100011101001: 6a
101010100011101010: 6b
1100101101: 6c
101010100011101011: 6d
1100101110: 6e
101010100011101100: 6f
101010100011101101: 70
101010100011101110: 71
111110101: 72
101010100011101111: 73
101010100011110000: 74
101010100011110001: 75
110000101: 76
101010100011110010: 77
1100101111: 78
101010100011110011: 79
110000110: 7a
101010100011110100: 7b
101010100011110101: 7c
101010100011110110: 7d
1010010: 7e
101010100011110111: 7f
11011001: 80
101010100011111000: 81
101010100011111001: 82
101010100011111010: 83
1010011: 84
101010100011111011: 85
101010100011111100: 86
101010100011111101: 87
101010100011111110: 88
101010100011111111: 89
110000111: 8a
10101010000000000: 8b
111110110: 8c
10101010000000001: 8d
1100110000: 8e
10101010000000010: 8f
10101010000000011: 90
10101010000000100: 91
10101010000000101: 92
10101010000000110: 93
11011010: 94
10101010000000111: 95
110001000: 96
10101010000001000: 97
10101010000001001: 98
10101010000001010: 99
111110111: 9a
10101010000001011: 9b
111111000: 9c
10101010000001100: 9d
10101010000001101: 9e
10101010000001110: 9f
10101010000001111: a0
10101010000010000: a1
1100110001: a2
10101010000010001: a3
110001001: a4
10101010000010010: a5
10101010000010011: a6
10101010000010100: a7
110001010: a8
10101010000010101: a9
1100110010: aa
10101010000010110: ab
10101010000010111: ac
10101010000011000: ad
11011011: ae
10101010000011001: af
10101010000011010: b0
10101010000011011: b1
11011110: b2
10101010000011100: b3
10111111: b4
10101010000011101: b5
10101010000011110: b6
10101010000011111: b7
1100110011: b8
10101010000100000: b9
110001011: ba
10101010000100001: bb
10101010000100010: bc
10101010000100011: bd
11000000: be
10101010000100100: bf
110001100: c0
10101010000100101: c1
10101010000100110: c2
10101010000100111: c3
110001101: c4
10101010000101000: c5
10101010000101001: c6
10101010000101010: c7
10101010000101011: c8
10101010000101100: c9
10101010000101101: ca
10101010000101110: cb
10101010000101111: cc
10101010000110000: cd
10101010000110001: ce
10101010000110010: cf
111111001: d0
10101010000110011: d1
111111010: d2
10101010000110100: d3
10101010000110101: d4
10101010000110110: d5
10101010000110111: d6
10101010000111000: d7
110001110: d8
10101010000111001: d9
110001111: da
10101010000111010: db
10101010000111011: dc
10101010000111100: dd
10101010000111101: de
10101010000111110: df
1100110100: e0
10101010000111111: e1
110010000: e2
10101010001000000: e3
1100110101: e4
10101010001000001: e5
1100110110: e6
10101010001000010: e7
10101010001000011: e8
10101010001000100: e9
10101010001000101: ea
10101010001000110: eb
10101010001000111: ec
10101010001001000: ed
10101010001001001: ee
10101010001001010: ef
10101010001001011: f0
10101010001001100: f1
111111011: f2
10101010001001101: f3
1100110111: f4
10101010001001110: f5
10011000: f6
10101010001001111: f7
1010100: f8
10101010001010000: f9
110010001: fa
10101010001010001: fb
10101010001010010: fc
10101010001010011: fd
10011001: fe
10110: ff
