00100: 00
00101011: 01
111100: 02
110000: 03
10: 04
000: 05
1110: 06
111101001: 07
01: 08
111101000001001101100: 09
111101000001001101101: 0a
111101000001001101110: 0b
111101000001001101111: 0c
111101000001001110000: 0d
111101000001001110001: 0e
111101000001001110010: 0f
111101000001001110011: 10
0011: 11
111101000001001110100: 12
111101000001001110101: 13
11011110: 14
111101000001001110110: 15
111101000001001110111: 16
111101000001001111000: 17
1111011: 18
111101000001001111001: 19
111101000001001111010: 1a
111101000001001111011: 1b
111101000001001111100: 1c
111101000001001111101: 1d
111101000001001111110: 1e
111101000001001111111: 1f
11000101: 20
111101000001010000000: 21
111101000001010000001: 22
111101000001010000010: 23
111101000001010000011: 24
111101000001010000100: 25
11010010: 26
111101000001010000101: 27
111101000001010000110: 28
111101000001010000111: 29
111101000001010001000: 2a
111101000001010001001: 2b
111101000001010001010: 2c
111101000001010001011: 2d
111101000001010001100: 2e
111101000001010001101: 2f
1111010001: 30
111101000001010001110: 31
11010011: 32
111101000001010001111: 33
111101000001010010000: 34
111101000001010010001: 35
111101000001010010010: 36
111101000001010010011: 37
11010100: 38
111101000001010010100: 39
111101000001010010101: 3a
111101000001010010110: 3b
111101000001010010111: 3c
111101000001010011000: 3d
111101000001010011001: 3e
111101000001010011010: 3f
1111100: 40
111101000001010011011: 41
111101000001010011100: 42
111101000001010011101: 43
111101000001010011110: 44
111101000001010011111: 45
111101000001010100000: 46
111101000001010100001: 47
111101000001010100010: 48
111101000001010100011: 49
111101000001010100100: 4a
111101000001010100101: 4b
111101000001010100110: 4c
111101000001010100111: 4d
111101000001010101000: 4e
111101000001010101001: 4f
11010101: 50
111101000001010101010: 51
111101000001010101011: 52
111101000001010101100: 53
111101000001010101101: 54
111101000001010101110: 55
11010110: 56
111101000001010101111: 57
111101000001010110000: 58
111101000001010110001: 59
111101000001010110010: 5a
111101000001010110011: 5b
111101000001010110100: 5c
111101000001010110101: 5d
1111101: 5e
111101000001010110110: 5f
111101000001010110111: 60
111101000001010111000: 61
111101000001010111001: 62
111101000001010111010: 63
111101000001010111011: 64
111101000001010111100: 65
111101000001010111101: 66
111101000001010111110: 67
111101000001010111111: 68
111101000001011000000: 69
1111110: 6a
111101000001011000001: 6b
11110100001: 6c
111101000001011000010: 6d
111101000001011000011: 6e
111101000001011000100: 6f
111101000001011000101: 70
111101000001011000110: 71
111101000001011000111: 72
111101000001011001000: 73
110001001: 74
111101000001011001001: 75
111101000001011001010: 76
111101000001011001011: 77
111101000001011001100: 78
111101000001011001101: 79
11010111: 7a
111101000001011001110: 7b
11110101010: 7c
111101000001011001111: 7d
111101000001011010000: 7e
111101000001011010001: 7f
111101000001011010010: 80
111101000001011010011: 81
1100011: 82
111101000001011010100: 83
111101000001011010101: 84
111101000001011010110: 85
11011000: 86
111101000001011010111: 87
11110101011: 88
111101000001011011000: 89
111101000001011011001: 8a
111101000001011011010: 8b
11011001: 8c
111101000001011011011: 8d
111101000001011011100: 8e
111101000001011011101: 8f
111101000001011011110: 90
111101000001011011111: 91
11011010: 92
111101000001011100000: 93
1100100: 94
111101000001011100001: 95
11011011: 96
111101000001011100010: 97
111101000001011100011: 98
111101000001011100100: 99
1100101: 9a
111101000001011100101: 9b
111101000001011100110: 9c
111101000001011100111: 9d
111101000001011101000: 9e
111101000001011101001: 9f
11011100: a0
111101000001011101010: a1
11110101100: a2
111101000001011101011: a3
11011101: a4
111101000001011101100: a5
111101000001011101101: a6
111101000001011101110: a7
0010100: a8
111101000001011101111: a9
111101000001011110000: aa
111101000001011110001: ab
111101000001011110010: ac
111101000001011110011: ad
111101000001011110100: ae
111101000001011110101: af
001011: b0
111101000001011110110: b1
111101000001011110111: b2
111101000001011111000: b3
1100110: b4
111101000001011111001: b5
111101000001011111010: b6
111101000001011111011: b7
111101000001011111100: b8
111101000001011111101: b9
111101000001011111110: ba
111101000001011111111: bb
11110101101: bc
11110100000100000000: bd
11110100000100000001: be
11110100000100000010: bf
11110100000100000011: c0
11110100000100000100: c1
11110100000100000101: c2
11110100000100000110: c3
11110101110: c4
11110100000100000111: c5
11110100000100001000: c6
11110100000100001001: c7
11110100000100001010: c8
11110100000100001011: c9
1100111: ca
11110100000100001100: cb
1111010100: cc
11110100000100001101: cd
11110100000100001110: ce
11110100000100001111: cf
11110100000100010000: d0
11110100000100010001: d1
11110100000100010010: d2
11110100000100010011: d3
11110100000100010100: d4
11110100000100010101: d5
11110100000100010110: d6
11110100000100010111: d7
110111110: d8
11110100000100011000: d9
11110100000100011001: da
11110100000100011010: db
11110101111: dc
11110100000100011011: dd
11110100000100011100: de
11110100000100011101: df
11110100000100011110: e0
11110100000100011111: e1
11110100000100100000: e2
11110100000100100001: e3
11110100000100100010: e4
11110100000100100011: e5
11110100000100100100: e6
11110100000100100101: e7
1101000: e8
11110100000100100110: e9
1100010000: ea
11110100000100100111: eb
11110100000100101000: ec
11110100000100101001: ed
00101010: ee
11110100000100101010: ef
11110100000100101011: f0
11110100000100101100: f1
1111111: f2
11110100000100101101: f3
110111111: f4
11110100000100101110: f5
11110100000100101111: f6
11110100000100110000: f7
1100010001: f8
11110100000100110001: f9
11110100000100110010: fa
11110100000100110011: fb
11110100000100110100: fc
11110100000100110101: fd
1111010000011: fe
111101000000: ff
