011: 00
0000: 01
1001: 02
0001: 03
1000: 04
010111: 05
01011000011010: 06
01011000011011: 07
0010: 08
01011000011100: 09
01011000011101: 0a
01011000011110: 0b
01011000011111: 0c
01011000100000: 0d
01011000100001: 0e
01011000100010: 0f
01011000100011: 10
11: 11
01011000100100: 12
01011000100101: 13
01011000100110: 14
01011000100111: 15
01011000101000: 16
01011000101001: 17
01011000101010: 18
01011000101011: 19
01011000101100: 1a
01011000101101: 1b
01011000101110: 1c
01011000101111: 1d
01011000110000: 1e
01011000110001: 1f
01011000110010: 20
01011000110011: 21
01011000110100: 22
01011000110101: 23
01011000110110: 24
01011000110111: 25
01011000111000: 26
01011000111001: 27
01011000111010: 28
01011000111011: 29
01011000111100: 2a
01011000111101: 2b
01011000111110: 2c
01011000111111: 2d
01011001000000: 2e
01011001000001: 2f
01011001000010: 30
01011001000011: 31
01011001000100: 32
01011001000101: 33
01011001000110: 34
01011001000111: 35
01011001001000: 36
01011001001001: 37
01000: 38
01011001001010: 39
01011001001011: 3a
01011001001100: 3b
01011001001101: 3c
01011001001110: 3d
01011001001111: 3e
01011001010000: 3f
01011001010001: 40
01011001010010: 41
01011001010011: 42
01011001010100: 43
01011001010101: 44
01011001010110: 45
01011001010111: 46
01011001011000: 47
01011001011001: 48
01011001011010: 49
01011001011011: 4a
01011001011100: 4b
01011001011101: 4c
01011001011110: 4d
01011001011111: 4e
01011001100000: 4f
01011001100001: 50
01011001100010: 51
01011001100011: 52
01011001100100: 53
01011001100101: 54
01011001100110: 55
01011001100111: 56
01011001101000: 57
01011001101001: 58
01011001101010: 59
01011001101011: 5a
01011001101100: 5b
01011001101101: 5c
01011001101110: 5d
01011001101111: 5e
01011001110000: 5f
01011001110001: 60
01011001110010: 61
01011001110011: 62
01011001110100: 63
01011001110101: 64
01011001110110: 65
01011001110111: 66
01011001111000: 67
01011001111001: 68
01011001111010: 69
01011001111011: 6a
01011001111100: 6b
01011001111101: 6c
01011001111110: 6d
01011001111111: 6e
01011010000000: 6f
01011010000001: 70
01011010000010: 71
01011010000011: 72
01011010000100: 73
01011010000101: 74
01011010000110: 75
01011010000111: 76
01011010001000: 77
01011010001001: 78
01011010001010: 79
01011010001011: 7a
01011010001100: 7b
01011010001101: 7c
01011010001110: 7d
01011010001111: 7e
01011010010000: 7f
01011010010001: 80
01011010010010: 81
01011010010011: 82
01011010010100: 83
01011010010101: 84
01011010010110: 85
01011010010111: 86
01011010011000: 87
01011010011001: 88
01011010011010: 89
01011010011011: 8a
01011010011100: 8b
01011010011101: 8c
01011010011110: 8d
01011010011111: 8e
01011010100000: 8f
01011010100001: 90
01011010100010: 91
01011010100011: 92
01011010100100: 93
01011010100101: 94
01011010100110: 95
01011010100111: 96
01011010101000: 97
01011010101001: 98
01011010101010: 99
01011010101011: 9a
01011010101100: 9b
01011010101101: 9c
01011010101110: 9d
01011010101111: 9e
01011010110000: 9f
01011010110001: a0
01011010110010: a1
01011010110011: a2
01011010110100: a3
01011010110101: a4
01011010110110: a5
01011010110111: a6
01011010111000: a7
01011010111001: a8
01011010111010: a9
01011010111011: aa
01011010111100: ab
01011010111101: ac
01011010111110: ad
01011010111111: ae
01011011000000: af
01011011000001: b0
01011011000010: b1
01011011000011: b2
01011011000100: b3
01001: b4
01011011000101: b5
01011011000110: b6
01011011000111: b7
01011011001000: b8
01011011001001: b9
01011011001010: ba
01011011001011: bb
01011011001100: bc
01011011001101: bd
01011011001110: be
01011011001111: bf
01011011010000: c0
01011011010001: c1
01011011010010: c2
01011011010011: c3
01011011010100: c4
01011011010101: c5
01011011010110: c6
01011011010111: c7
01011011011000: c8
01011011011001: c9
01011011011010: ca
01011011011011: cb
01011011011100: cc
01011011011101: cd
01011011011110: ce
01011011011111: cf
01011011100000: d0
01011011100001: d1
01011011100010: d2
01011011100011: d3
01011011100100: d4
01011011100101: d5
01011011100110: d6
01011011100111: d7
01011011101000: d8
01011011101001: d9
01011011101010: da
01011011101011: db
01011011101100: dc
01011011101101: dd
01011011101110: de
01011011101111: df
01011011110000: e0
01011011110001: e1
01011011110010: e2
01011011110011: e3
01011011110100: e4
01011011110101: e5
01011011110110: e6
01011011110111: e7
01010: e8
01011011111000: e9
01011011111001: ea
01011011111010: eb
01011011111011: ec
01011011111100: ed
01011011111101: ee
01011011111110: ef
01011011111111: f0
0101100000000: f1
0101100000001: f2
0101100000010: f3
0101100000011: f4
0101100000100: f5
0101100000101: f6
0101100000110: f7
0101100000111: f8
0101100001000: f9
0101100001001: fa
0101100001010: fb
0101100001011: fc
0101100001100: fd
0011: fe
101: ff
