110: 00
111000001000110110: 01
101: 02
01: 03
11100100: 04
111000001000110111: 05
111000001000111000: 06
111000001000111001: 07
11100001: 08
111000001000111010: 09
111000001000111011: 0a
111000001000111100: 0b
1110000011: 0c
111000001000111101: 0d
111000001000111110: 0e
111000001000111111: 0f
111000001001000000: 10
1000: 11
111000001001000001: 12
111000001001000010: 13
111000001001000011: 14
111000001001000100: 15
111000001001000101: 16
111000001001000110: 17
111000001001000111: 18
111000001001001000: 19
111000001001001001: 1a
111000001001001010: 1b
111000001001001011: 1c
111000001001001100: 1d
111000001001001101: 1e
111000001001001110: 1f
111000001001001111: 20
111000001001010000: 21
111000001001010001: 22
111000001001010010: 23
111000001001010011: 24
111000001001010100: 25
111000001001010101: 26
111000001001010110: 27
111000001001010111: 28
111000001001011000: 29
111000001001011001: 2a
111000001001011010: 2b
111000001001011011: 2c
111000001001011100: 2d
111000001001011101: 2e
111000001001011110: 2f
111000001001011111: 30
111000001001100000: 31
111000001001100001: 32
1110001: 33
111000001001100010: 34
111000001001100011: 35
111000001001100100: 36
111000001001100101: 37
11110: 38
111000001001100110: 39
111000001001100111: 3a
111000001001101000: 3b
111000001001101001: 3c
111000001001101010: 3d
111000001001101011: 3e
111000001001101100: 3f
111000001001101101: 40
111000001001101110: 41
111000001001101111: 42
111000001001110000: 43
111000001001110001: 44
111000001001110010: 45
111000001001110011: 46
111000001001110100: 47
111000001001110101: 48
111000001001110110: 49
111000001001110111: 4a
111000001001111000: 4b
111000001001111001: 4c
111000001001111010: 4d
111000001001111011: 4e
111000001001111100: 4f
111000001001111101: 50
111000001001111110: 51
111000001001111111: 52
111000001010000000: 53
111000001010000001: 54
111000001010000010: 55
111000001010000011: 56
111000001010000100: 57
11111: 58
111000001010000101: 59
111000001010000110: 5a
111000001010000111: 5b
111000001010001000: 5c
111000001010001001: 5d
111000001010001010: 5e
111000001010001011: 5f
111000001010001100: 60
111000001010001101: 61
1110011000: 62
111000001010001110: 63
11101: 64
111000001010001111: 65
111000001010010000: 66
111000001010010001: 67
1110011001: 68
111000001010010010: 69
111000001010010011: 6a
111000001010010100: 6b
111000001010010101: 6c
111000001010010110: 6d
111000001010010111: 6e
111000001010011000: 6f
111000001010011001: 70
111000001010011010: 71
111000001010011011: 72
111000001010011100: 73
111000001010011101: 74
111000001010011110: 75
0000: 76
111000001010011111: 77
111000001010100000: 78
111000001010100001: 79
111000001010100010: 7a
111000001010100011: 7b
111000001010100100: 7c
111000001010100101: 7d
111000001010100110: 7e
111000001010100111: 7f
0001: 80
111000001010101000: 81
111000001010101001: 82
111000001010101010: 83
111000001010101011: 84
111000001010101100: 85
111000001010101101: 86
111000001010101110: 87
1110011010: 88
111000001010101111: 89
111000001010110000: 8a
111000001010110001: 8b
111000001010110010: 8c
111000001010110011: 8d
111000001010110100: 8e
111000001010110101: 8f
111000001010110110: 90
111000001010110111: 91
111000001010111000: 92
111000001010111001: 93
111000001010111010: 94
111000001010111011: 95
111000001010111100: 96
111000001010111101: 97
111000001010111110: 98
111000001010111111: 99
111000001011000000: 9a
111000001011000001: 9b
111000001011000010: 9c
111000001011000011: 9d
111000001011000100: 9e
111000001011000101: 9f
111000001011000110: a0
111000001011000111: a1
0010: a2
111000001011001000: a3
1110011011: a4
111000001011001001: a5
111000001011001010: a6
111000001011001011: a7
111000001011001100: a8
111000001011001101: a9
111000001011001110: aa
111000001011001111: ab
111000001011010000: ac
111000001011010001: ad
111000001011010010: ae
111000001011010011: af
111000001011010100: b0
111000001011010101: b1
111000001011010110: b2
111000001011010111: b3
111000001011011000: b4
111000001011011001: b5
0011: b6
111000001011011010: b7
111000001011011011: b8
111000001011011100: b9
111000001011011101: ba
111000001011011110: bb
111000001011011111: bc
111000001011100000: bd
111000001011100001: be
111000001011100010: bf
111000001011100011: c0
111000001011100100: c1
111000001011100101: c2
111000001011100110: c3
111000001011100111: c4
111000001011101000: c5
111001010: c6
111000001011101001: c7
111000001011101010: c8
111000001011101011: c9
111000001011101100: ca
111000001011101101: cb
111000001011101110: cc
111000001011101111: cd
111000001011110000: ce
111000001011110001: cf
111000001011110010: d0
111000001011110011: d1
111000001011110100: d2
111000001011110101: d3
111000001011110110: d4
111000001011110111: d5
111000001011111000: d6
111000001011111001: d7
1110011100: d8
111000001011111010: d9
111000001011111011: da
111000001011111100: db
1110011101: dc
111000001011111101: dd
111000001011111110: de
111000001011111111: df
11100000100000000: e0
11100000100000001: e1
11100000100000010: e2
11100000100000011: e3
11100000100000100: e4
11100000100000101: e5
11100000100000110: e6
11100000100000111: e7
1110011110: e8
11100000100001000: e9
11100000100001001: ea
11100000100001010: eb
11100000100001011: ec
11100000100001100: ed
11100000100001101: ee
11100000100001110: ef
11100000100001111: f0
11100000100010000: f1
1110011111: f2
11100000100010001: f3
11100000100010010: f4
11100000100010011: f5
11100000100010100: f6
11100000100010101: f7
11100000100010110: f8
11100000100010111: f9
11100000100011000: fa
11100000100011001: fb
111000000: fc
11100000100011010: fd
111001011: fe
1001: ff
