00: 00
010001: 01
110: 02
11101: 03
01001: 04
011110: 05
011111: 06
01000000110000: 07
01000000110001: 08
01000000110010: 09
01000000110011: 0a
01000000110100: 0b
01000000110101: 0c
01000000110110: 0d
01000000110111: 0e
01000000111000: 0f
01000000111001: 10
101: 11
01000000111010: 12
01000000111011: 13
100000: 14
01000000111100: 15
01000000111101: 16
01000000111110: 17
100001: 18
01000000111111: 19
01000001000000: 1a
01000001000001: 1b
01000001000010: 1c
01000001000011: 1d
01000001000100: 1e
01000001000101: 1f
01000001000110: 20
01000001000111: 21
100010: 22
01000001001000: 23
01000001001001: 24
01000001001010: 25
100011: 26
01000001001011: 27
100100: 28
01000001001100: 29
01000001001101: 2a
01000001001110: 2b
01000001001111: 2c
01000001010000: 2d
01000001010001: 2e
01000001010010: 2f
01000001010011: 30
01000001010100: 31
01000001010101: 32
01010: 33
01000001010110: 34
01000001010111: 35
01000001011000: 36
01000001011001: 37
100101: 38
01000001011010: 39
01000001011011: 3a
01000001011100: 3b
01000001011101: 3c
01000001011110: 3d
01000001011111: 3e
01000001100000: 3f
01000001100001: 40
01000001100010: 41
01000001100011: 42
01000001100100: 43
01000001100101: 44
01000001100110: 45
01000001100111: 46
01000001101000: 47
01000001101001: 48
01000001101010: 49
01000001101011: 4a
01000001101100: 4b
01000001101101: 4c
01000001101110: 4d
01000001101111: 4e
01000001110000: 4f
01000001110001: 50
01000001110010: 51
01000001110011: 52
01000001110100: 53
01000001110101: 54
01000001110110: 55
01000001110111: 56
01000001111000: 57
01011: 58
01000001111001: 59
01000001111010: 5a
01000001111011: 5b
01000001111100: 5c
01000001111101: 5d
01000001111110: 5e
01000001111111: 5f
01000010000000: 60
01000010000001: 61
01000010000010: 62
01000010000011: 63
01000010000100: 64
01000010000101: 65
01000010000110: 66
01000010000111: 67
01000010001000: 68
01000010001001: 69
01000010001010: 6a
01000010001011: 6b
01000010001100: 6c
01000010001101: 6d
01000010001110: 6e
01000010001111: 6f
01000010010000: 70
01000010010001: 71
01000010010010: 72
01000010010011: 73
01000010010100: 74
01000010010101: 75
01000010010110: 76
01000010010111: 77
01000010011000: 78
01000010011001: 79
01000010011010: 7a
01000010011011: 7b
01000010011100: 7c
01000010011101: 7d
01000010011110: 7e
01000010011111: 7f
01000010100000: 80
01000010100001: 81
01000010100010: 82
01000010100011: 83
01000010100100: 84
01000010100101: 85
01000010100110: 86
01000010100111: 87
01000010101000: 88
01000010101001: 89
01000010101010: 8a
01000010101011: 8b
01000010101100: 8c
01000010101101: 8d
01000010101110: 8e
01000010101111: 8f
01000010110000: 90
01000010110001: 91
100110: 92
01000010110010: 93
01000010110011: 94
01000010110100: 95
01000010110101: 96
01000010110110: 97
01000010110111: 98
01000010111000: 99
01000010111001: 9a
01000010111010: 9b
01000010111011: 9c
01000010111100: 9d
01000010111101: 9e
01000010111110: 9f
01000010111111: a0
01000011000000: a1
01000011000001: a2
01000011000010: a3
100111: a4
01000011000011: a5
01000011000100: a6
01000011000101: a7
01000011000110: a8
01000011000111: a9
01000011001000: aa
01000011001001: ab
01000011001010: ac
01000011001011: ad
01100: ae
01000011001100: af
01000011001101: b0
01000011001110: b1
01000011001111: b2
01000011010000: b3
01000011010001: b4
01000011010010: b5
01000011010011: b6
01000011010100: b7
01000011010101: b8
01000011010110: b9
01000011010111: ba
01000011011000: bb
01000011011001: bc
01000011011010: bd
01000011011011: be
01000011011100: bf
01000011011101: c0
01000011011110: c1
01000011011111: c2
01000011100000: c3
01000011100001: c4
01000011100010: c5
01000011100011: c6
01000011100100: c7
01000011100101: c8
01000011100110: c9
01000011100111: ca
01000011101000: cb
01000011101001: cc
01000011101010: cd
01000011101011: ce
01000011101100: cf
01101: d0
01000011101101: d1
01000011101110: d2
01000011101111: d3
01000011110000: d4
01000011110001: d5
01000011110010: d6
01000011110011: d7
01000011110100: d8
01000011110101: d9
01000011110110: da
01000011110111: db
01000011111000: dc
01000011111001: dd
111000: de
01000011111010: df
01000011111011: e0
01000011111100: e1
01000011111101: e2
01000011111110: e3
01000011111111: e4
0100000000000: e5
0100000000001: e6
0100000000010: e7
0100000000011: e8
0100000000100: e9
0100000000101: ea
0100000000110: eb
0100000000111: ec
0100000001000: ed
0100000001001: ee
0100000001010: ef
0100000001011: f0
0100000001100: f1
0100000001101: f2
0100000001110: f3
0100000001111: f4
0100000010000: f5
0100000010001: f6
0100000010010: f7
0100000010011: f8
0100000010100: f9
111001: fa
0100000010101: fb
0100000010110: fc
0100000010111: fd
01110: fe
1111: ff
