10: 00
010: 01
11100: 02
111111: 03
1110110: 04
11101110000110110: 05
11101110000110111: 06
11101110000111000: 07
11101111: 08
11101110000111001: 09
11101110000111010: 0a
11101110000111011: 0b
111011101: 0c
11101110000111100: 0d
11101110000111101: 0e
11101110000111110: 0f
11101110000111111: 10
00: 11
11101110001000000: 12
11101110001000001: 13
11101110001000010: 14
11101110001000011: 15
11101110001000100: 16
11101110001000101: 17
11101110001000110: 18
11101110001000111: 19
11101110001001000: 1a
11101110001001001: 1b
11101110001001010: 1c
11101110001001011: 1d
11101110001001100: 1e
11101110001001101: 1f
11101110001001110: 20
11101110001001111: 21
11101110001010000: 22
11101110001010001: 23
11101110001010010: 24
11101110001010011: 25
11101110001010100: 26
11101110001010101: 27
11101110001010110: 28
11101110001010111: 29
11101110001011000: 2a
11101110001011001: 2b
11101110001011010: 2c
11101110001011011: 2d
11101110001011100: 2e
11101110001011101: 2f
11101110001011110: 30
11101110001011111: 31
11101110001100000: 32
111010: 33
11101110001100001: 34
11101110001100010: 35
11101110001100011: 36
11101110001100100: 37
11110000: 38
11101110001100101: 39
11101110001100110: 3a
11101110001100111: 3b
11101110001101000: 3c
11101110001101001: 3d
11101110001101010: 3e
11101110001101011: 3f
11101110001101100: 40
11101110001101101: 41
11101110001101110: 42
11101110001101111: 43
11101110001110000: 44
11101110001110001: 45
11101110001110010: 46
11101110001110011: 47
11101110001110100: 48
11101110001110101: 49
11101110001110110: 4a
11101110001110111: 4b
11101110001111000: 4c
11101110001111001: 4d
11101110001111010: 4e
11101110001111011: 4f
11101110001111100: 50
11101110001111101: 51
11101110001111110: 52
11101110001111111: 53
11101110010000000: 54
11101110010000001: 55
11101110010000010: 56
11101110010000011: 57
11110001: 58
11101110010000100: 59
11101110010000101: 5a
11101110010000110: 5b
11101110010000111: 5c
11101110010001000: 5d
11101110010001001: 5e
11101110010001010: 5f
11101110010001011: 60
11101110010001100: 61
11101110010001101: 62
11101110010001110: 63
011: 64
11101110010001111: 65
11101110010010000: 66
11101110010010001: 67
111110000: 68
11101110010010010: 69
11101110010010011: 6a
11101110010010100: 6b
11101110010010101: 6c
11101110010010110: 6d
11101110010010111: 6e
11101110010011000: 6f
11101110010011001: 70
11101110010011010: 71
11101110010011011: 72
11101110010011100: 73
11101110010011101: 74
11101110010011110: 75
11110010: 76
11101110010011111: 77
11101110010100000: 78
11101110010100001: 79
11101110010100010: 7a
11101110010100011: 7b
11101110010100100: 7c
11101110010100101: 7d
11101110010100110: 7e
11101110010100111: 7f
11110011: 80
11101110010101000: 81
11101110010101001: 82
11101110010101010: 83
11101110010101011: 84
11101110010101100: 85
11101110010101101: 86
11101110010101110: 87
111110001: 88
11101110010101111: 89
11101110010110000: 8a
11101110010110001: 8b
11101110010110010: 8c
11101110010110011: 8d
11101110010110100: 8e
11101110010110101: 8f
11101110010110110: 90
11101110010110111: 91
11101110010111000: 92
11101110010111001: 93
11101110010111010: 94
11101110010111011: 95
11101110010111100: 96
11101110010111101: 97
11101110010111110: 98
11101110010111111: 99
11101110011000000: 9a
11101110011000001: 9b
11101110011000010: 9c
11101110011000011: 9d
11101110011000100: 9e
11101110011000101: 9f
11101110011000110: a0
11101110011000111: a1
11110100: a2
11101110011001000: a3
111110010: a4
11101110011001001: a5
11101110011001010: a6
11101110011001011: a7
11101110011001100: a8
11101110011001101: a9
11101110011001110: aa
11101110011001111: ab
11101110011010000: ac
11101110011010001: ad
11101110011010010: ae
11101110011010011: af
11101110011010100: b0
11101110011010101: b1
11101110011010110: b2
11101110011010111: b3
11101110011011000: b4
11101110011011001: b5
11110101: b6
11101110011011010: b7
11101110011011011: b8
11101110011011100: b9
11101110011011101: ba
11101110011011110: bb
11101110011011111: bc
11101110011100000: bd
11101110011100001: be
11101110011100010: bf
11101110011100011: c0
11101110011100100: c1
11101110011100101: c2
11101110011100110: c3
11101110011100111: c4
11101110011101000: c5
11110110: c6
11101110011101001: c7
11101110011101010: c8
11101110011101011: c9
11101110011101100: ca
11101110011101101: cb
11101110011101110: cc
11101110011101111: cd
11101110011110000: ce
11101110011110001: cf
11101110011110010: d0
11101110011110011: d1
11101110011110100: d2
11101110011110101: d3
11101110011110110: d4
11101110011110111: d5
11101110011111000: d6
11101110011111001: d7
111110011: d8
11101110011111010: d9
11101110011111011: da
11101110011111100: db
111110100: dc
11101110011111101: dd
11101110011111110: de
11101110011111111: df
1110111000000000: e0
1110111000000001: e1
1110111000000010: e2
1110111000000011: e3
1110111000000100: e4
1110111000000101: e5
1110111000000110: e6
1110111000000111: e7
111110101: e8
1110111000001000: e9
1110111000001001: ea
1110111000001010: eb
1110111000001011: ec
1110111000001100: ed
1110111000001101: ee
1110111000001110: ef
1110111000001111: f0
1110111000010000: f1
111110110: f2
1110111000010001: f3
1110111000010010: f4
1110111000010011: f5
1110111000010100: f6
1110111000010101: f7
1110111000010110: f8
1110111000010111: f9
1110111000011000: fa
1110111000011001: fb
111110111: fc
1110111000011010: fd
11110111: fe
110: ff
