01011: 00
11011001: 01
111011: 02
110101: 03
10: 04
1111: 05
1100: 06
110110001: 07
00: 08
01010101001001100010: 09
01010101001001100011: 0a
01010101001001100100: 0b
01010101001001100101: 0c
01010101001001100110: 0d
01010101001001100111: 0e
01010101001001101000: 0f
01010101001001101001: 10
011: 11
01010101001001101010: 12
01010101001001101011: 13
0100001: 14
01010101001001101100: 15
01010101001001101101: 16
01010101001001101110: 17
010001: 18
01010101001001101111: 19
01010101001001110000: 1a
01010101001001110001: 1b
01010101001001110010: 1c
01010101001001110011: 1d
01010101001001110100: 1e
01010101001001110101: 1f
11100010: 20
01010101001001110110: 21
01010101001001110111: 22
01010101001001111000: 23
01010101001001111001: 24
01010101001001111010: 25
11100011: 26
01010101001001111011: 27
01010101001001111100: 28
01010101001001111101: 29
01010101001001111110: 2a
01010101001001111111: 2b
01010101001010000000: 2c
01010101001010000001: 2d
01010101001010000010: 2e
01010101001010000011: 2f
010101011: 30
01010101001010000100: 31
11100100: 32
01010101001010000101: 33
01010101001010000110: 34
01010101001010000111: 35
01010101001010001000: 36
01010101001010001001: 37
11100101: 38
01010101001010001010: 39
01010101001010001011: 3a
01010101001010001100: 3b
01010101001010001101: 3c
01010101001010001110: 3d
01010101001010001111: 3e
01010101001010010000: 3f
010010: 40
01010101001010010001: 41
01010101001010010010: 42
01010101001010010011: 43
01010101001010010100: 44
01010101001010010101: 45
01010101001010010110: 46
01010101001010010111: 47
01010101001010011000: 48
01010101001010011001: 49
01010101001010011010: 4a
01010101001010011011: 4b
01010101001010011100: 4c
01010101001010011101: 4d
01010101001010011110: 4e
01010101001010011111: 4f
01010101001010100000: 50
01010101001010100001: 51
01010101001010100010: 52
01010101001010100011: 53
01010101001010100100: 54
01010101001010100101: 55
01010101001010100110: 56
01010101001010100111: 57
01010101001010101000: 58
01010101001010101001: 59
01010101001010101010: 5a
01010101001010101011: 5b
01010101001010101100: 5c
01010101001010101101: 5d
010011: 5e
01010101001010101110: 5f
01010101001010101111: 60
01010101001010110000: 61
01010101001010110001: 62
01010101001010110010: 63
01010101001010110011: 64
01010101001010110100: 65
01010101001010110101: 66
01010101001010110110: 67
01010101001010110111: 68
01010101001010111000: 69
1101000: 6a
01010101001010111001: 6b
0101010101: 6c
01010101001010111010: 6d
01010101001010111011: 6e
01010101001010111100: 6f
01010101001010111101: 70
01010101001010111110: 71
01010101001010111111: 72
01010101001011000000: 73
110100101: 74
01010101001011000001: 75
01010101001011000010: 76
01010101001011000011: 77
01010101001011000100: 78
01010101001011000101: 79
11100110: 7a
01010101001011000110: 7b
0101011010: 7c
01010101001011000111: 7d
01010101001011001000: 7e
01010101001011001001: 7f
01010101001011001010: 80
01010101001011001011: 81
11100111: 82
01010101001011001100: 83
01010101001011001101: 84
01010101001011001110: 85
01010101001011001111: 86
01010101001011010000: 87
0101011011: 88
01010101001011010001: 89
01010101001011010010: 8a
01010101001011010011: 8b
11101000: 8c
01010101001011010100: 8d
01010101001011010101: 8e
01010101001011010110: 8f
01010101001011010111: 90
01010101001011011000: 91
01010101001011011001: 92
01010101001011011010: 93
11101001: 94
01010101001011011011: 95
11101010: 96
01010101001011011100: 97
01010101001011011101: 98
01010101001011011110: 99
11101011: 9a
01010101001011011111: 9b
01010101001011100000: 9c
01010101001011100001: 9d
01010101001011100010: 9e
01010101001011100011: 9f
0100000: a0
01010101001011100100: a1
0101011100: a2
01010101001011100101: a3
01010101001011100110: a4
01010101001011100111: a5
01010101001011101000: a6
01010101001011101001: a7
110100110: a8
01010101001011101010: a9
01010101001011101011: aa
01010101001011101100: ab
01010101001011101101: ac
01010101001011101110: ad
01010101001011101111: ae
01010101001011110000: af
010100: b0
01010101001011110001: b1
01010101001011110010: b2
01010101001011110011: b3
1101110: b4
01010101001011110100: b5
01010101001011110101: b6
01010101001011110110: b7
01010101001011110111: b8
01010101001011111000: b9
01010101001011111001: ba
01010101001011111010: bb
0101011101: bc
01010101001011111011: bd
01010101001011111100: be
01010101001011111101: bf
01010101001011111110: c0
01010101001011111111: c1
0101010100100000000: c2
0101010100100000001: c3
0101011110: c4
0101010100100000010: c5
0101010100100000011: c6
0101010100100000100: c7
0101010100100000101: c8
0101010100100000110: c9
1101111: ca
0101010100100000111: cb
010101100: cc
0101010100100001000: cd
0101010100100001001: ce
0101010100100001010: cf
0101010100100001011: d0
0101010100100001100: d1
0101010100100001101: d2
0101010100100001110: d3
0101010100100001111: d4
0101010100100010000: d5
0101010100100010001: d6
0101010100100010010: d7
110100111: d8
0101010100100010011: d9
0101010100100010100: da
0101010100100010101: db
0101011111: dc
0101010100100010110: dd
0101010100100010111: de
0101010100100011000: df
0101010100100011001: e0
0101010100100011010: e1
0101010100100011011: e2
0101010100100011100: e3
0101010100100011101: e4
0101010100100011110: e5
0101010100100011111: e6
0101010100100100000: e7
1110000: e8
0101010100100100001: e9
1101001000: ea
0101010100100100010: eb
0101010100100100011: ec
0101010100100100100: ed
01010100: ee
0101010100100100101: ef
0101010100100100110: f0
0101010100100100111: f1
1101101: f2
0101010100100101000: f3
110110000: f4
0101010100100101001: f5
0101010100100101010: f6
0101010100100101011: f7
1101001001: f8
0101010100100101100: f9
0101010100100101101: fa
0101010100100101110: fb
0101010100100101111: fc
0101010100100110000: fd
010101010011: fe
01010101000: ff
