100: 00
0110011: 01
00: 02
010: 03
110100: 04
011001000111110: 05
011001000111111: 06
011001001000000: 07
1101110: 08
011001001000001: 09
011001001000010: 0a
011001001000011: 0b
011001001000100: 0c
011001001000101: 0d
011001001000110: 0e
011001001000111: 0f
011001001001000: 10
11111: 11
011001001001001: 12
011001001001010: 13
1101111: 14
011001001001011: 15
011001001001100: 16
011001001001101: 17
110101: 18
011001001001110: 19
011001001001111: 1a
011001001010000: 1b
011001001010001: 1c
011001001010010: 1d
011001001010011: 1e
011001001010100: 1f
011001001010101: 20
011001001010110: 21
01101: 22
011001001010111: 23
011001001011000: 24
011001001011001: 25
1110000: 26
011001001011010: 27
1110001: 28
011001001011011: 29
011001001011100: 2a
011001001011101: 2b
011001001011110: 2c
011001001011111: 2d
011001001100000: 2e
011001001100001: 2f
011001001100010: 30
011001001100011: 31
1110010: 32
11001: 33
011001001100100: 34
011001001100101: 35
011001001100110: 36
011001001100111: 37
01110: 38
011001001101000: 39
011001001101001: 3a
011001001101010: 3b
1110011: 3c
011001001101011: 3d
011001001101100: 3e
011001001101101: 3f
011001001101110: 40
011001001101111: 41
011001001110000: 42
011001001110001: 43
011001001110010: 44
011001001110011: 45
011001001110100: 46
011001001110101: 47
011001001110110: 48
011001001110111: 49
011001001111000: 4a
011001001111001: 4b
011001001111010: 4c
011001001111011: 4d
011001001111100: 4e
011001001111101: 4f
011001001111110: 50
011001001111111: 51
011001010000000: 52
011001010000001: 53
011001010000010: 54
011001010000011: 55
011001010000100: 56
011001010000101: 57
01111: 58
011001010000110: 59
011001010000111: 5a
011001010001000: 5b
011001010001001: 5c
011001010001010: 5d
011001010001011: 5e
011001010001100: 5f
011001010001101: 60
011001010001110: 61
011001010001111: 62
011001010010000: 63
011001010010001: 64
011001010010010: 65
011001010010011: 66
011001010010100: 67
1110100: 68
011001010010101: 69
011001010010110: 6a
011001010010111: 6b
011001010011000: 6c
011001010011001: 6d
011001010011010: 6e
011001010011011: 6f
1110101: 70
011001010011100: 71
011001010011101: 72
011001010011110: 73
011001010011111: 74
011001010100000: 75
011001010100001: 76
011001010100010: 77
011001010100011: 78
011001010100100: 79
011001010100101: 7a
011001010100110: 7b
011001010100111: 7c
011001010101000: 7d
011001010101001: 7e
011001010101010: 7f
1110110: 80
011001010101011: 81
011001010101100: 82
011001010101101: 83
011001010101110: 84
011001010101111: 85
011001010110000: 86
011001010110001: 87
011001010110010: 88
011001010110011: 89
011001010110100: 8a
011001010110101: 8b
011001010110110: 8c
011001010110111: 8d
011001010111000: 8e
011001010111001: 8f
011001010111010: 90
011001010111011: 91
1110111: 92
011001010111100: 93
011001010111101: 94
011001010111110: 95
011001010111111: 96
011001011000000: 97
011001011000001: 98
011001011000010: 99
011001011000011: 9a
011001011000100: 9b
1111000: 9c
011001011000101: 9d
011001011000110: 9e
011001011000111: 9f
011001011001000: a0
011001011001001: a1
011001011001010: a2
011001011001011: a3
1111001: a4
011001011001100: a5
011001011001101: a6
011001011001110: a7
011001011001111: a8
011001011010000: a9
1111010: aa
011001011010001: ab
011001011010010: ac
011001011010011: ad
10100: ae
011001011010100: af
011001011010101: b0
011001011010110: b1
011001011010111: b2
011001011011000: b3
011001011011001: b4
011001011011010: b5
011001011011011: b6
011001011011100: b7
011001011011101: b8
011001011011110: b9
011001011011111: ba
011001011100000: bb
011001011100001: bc
011001011100010: bd
011001011100011: be
011001011100100: bf
011001011100101: c0
011001011100110: c1
011001011100111: c2
011001011101000: c3
011001011101001: c4
011001011101010: c5
011001011101011: c6
011001011101100: c7
011001011101101: c8
011001011101110: c9
011001011101111: ca
011001011110000: cb
011001011110001: cc
011001011110010: cd
011001011110011: ce
011001011110100: cf
10101: d0
011001011110101: d1
011001011110110: d2
011001011110111: d3
011001011111000: d4
011001011111001: d5
011001011111010: d6
011001011111011: d7
011001011111100: d8
011001011111101: d9
011001011111110: da
011001011111111: db
01100100000000: dc
01100100000001: dd
110110: de
01100100000010: df
01100100000011: e0
01100100000100: e1
01100100000101: e2
01100100000110: e3
01100100000111: e4
01100100001000: e5
01100100001001: e6
01100100001010: e7
1111011: e8
01100100001011: e9
01100100001100: ea
01100100001101: eb
01100100001110: ec
01100100001111: ed
01100100010000: ee
01100100010001: ef
01100100010010: f0
01100100010011: f1
01100100010100: f2
01100100010101: f3
01100100010110: f4
01100100010111: f5
01100100011000: f6
01100100011001: f7
01100100011010: f8
01100100011011: f9
011000: fa
01100100011100: fb
01100100011101: fc
01100100011110: fd
11000: fe
1011: ff
