0001: 00
1000011: 01
11101: 02
10010: 03
111101: 04
01: 05
101: 06
100000011: 07
1000001: 08
0010100001001101110: 09
0010100001001101111: 0a
0010100001001110000: 0b
0010100001001110001: 0c
0010100001001110010: 0d
0010100001001110011: 0e
0010100001001110100: 0f
0010100001001110101: 10
0011: 11
0010100001001110110: 12
0010100001001110111: 13
001000: 14
0010100001001111000: 15
0010100001001111001: 16
0010100001001111010: 17
111110: 18
0010100001001111011: 19
0010100001001111100: 1a
0010100001001111101: 1b
0010100001001111110: 1c
0010100001001111111: 1d
0010100001010000000: 1e
0010100001010000001: 1f
1001101: 20
0010100001010000010: 21
0010100001010000011: 22
0010100001010000100: 23
0010100001010000101: 24
0010100001010000110: 25
1101010: 26
0010100001010000111: 27
0010100001010001000: 28
0010100001010001001: 29
0010100001010001010: 2a
0010100001010001011: 2b
0010100001010001100: 2c
0010100001010001101: 2d
0010100001010001110: 2e
0010100001010001111: 2f
00101001: 30
0010100001010010000: 31
1101011: 32
1001100: 33
0010100001010010001: 34
0010100001010010010: 35
0010100001010010011: 36
0010100001010010100: 37
1101100: 38
0010100001010010101: 39
0010100001010010110: 3a
0010100001010010111: 3b
0010100001010011000: 3c
0010100001010011001: 3d
0010100001010011010: 3e
0010100001010011011: 3f
111111: 40
0010100001010011100: 41
0010100001010011101: 42
0010100001010011110: 43
0010100001010011111: 44
0010100001010100000: 45
0010100001010100001: 46
0010100001010100010: 47
0010100001010100011: 48
0010100001010100100: 49
0010100001010100101: 4a
0010100001010100110: 4b
0010100001010100111: 4c
0010100001010101000: 4d
0010100001010101001: 4e
0010100001010101010: 4f
1101101: 50
0010100001010101011: 51
0010100001010101100: 52
0010100001010101101: 53
0010100001010101110: 54
0010100001010101111: 55
1101110: 56
0010100001010110000: 57
0010100001010110001: 58
0010100001010110010: 59
0010100001010110011: 5a
0010100001010110100: 5b
0010100001010110101: 5c
0010100001010110110: 5d
00000: 5e
0010100001010110111: 5f
0010100001010111000: 60
0010100001010111001: 61
0010100001010111010: 62
0010100001010111011: 63
0010100001010111100: 64
0010100001010111101: 65
0010100001010111110: 66
0010100001010111111: 67
0010100001011000000: 68
0010100001011000001: 69
00001: 6a
0010100001011000010: 6b
001010001: 6c
0010100001011000011: 6d
0010100001011000100: 6e
0010100001011000101: 6f
0010100001011000110: 70
0010100001011000111: 71
0010100001011001000: 72
0010100001011001001: 73
001011000: 74
0010100001011001010: 75
0010100001011001011: 76
0010100001011001100: 77
0010100001011001101: 78
0010100001011001110: 79
1101111: 7a
0010100001011001111: 7b
001011001: 7c
0010100001011010000: 7d
0010100001011010001: 7e
0010100001011010010: 7f
0010100001011010011: 80
0010100001011010100: 81
100111: 82
0010100001011010101: 83
0010100001011010110: 84
0010100001011010111: 85
1110000: 86
0010100001011011000: 87
001011010: 88
0010100001011011001: 89
0010100001011011010: 8a
0010100001011011011: 8b
1110001: 8c
0010100001011011100: 8d
0010100001011011101: 8e
0010100001011011110: 8f
0010100001011011111: 90
0010100001011100000: 91
1110010: 92
0010100001011100001: 93
110000: 94
0010100001011100010: 95
1110011: 96
0010100001011100011: 97
0010100001011100100: 98
0010100001011100101: 99
110001: 9a
0010100001011100110: 9b
0010100001011100111: 9c
0010100001011101000: 9d
0010100001011101001: 9e
0010100001011101010: 9f
1111000: a0
0010100001011101011: a1
001011011: a2
0010100001011101100: a3
1111001: a4
0010100001011101101: a5
0010100001011101110: a6
0010100001011101111: a7
001001: a8
0010100001011110000: a9
0010100001011110001: aa
0010100001011110010: ab
0010100001011110011: ac
0010100001011110100: ad
0010100001011110101: ae
0010100001011110110: af
10001: b0
0010100001011110111: b1
0010100001011111000: b2
0010100001011111001: b3
110010: b4
0010100001011111010: b5
0010100001011111011: b6
0010100001011111100: b7
0010100001011111101: b8
0010100001011111110: b9
0010100001011111111: ba
001010000100000000: bb
001011100: bc
001010000100000001: bd
001010000100000010: be
001010000100000011: bf
001010000100000100: c0
001010000100000101: c1
001010000100000110: c2
001010000100000111: c3
001011101: c4
001010000100001000: c5
001010000100001001: c6
001010000100001010: c7
001010000100001011: c8
001010000100001100: c9
110011: ca
001010000100001101: cb
00101010: cc
001010000100001110: cd
001010000100001111: ce
001010000100010000: cf
001010000100010001: d0
001010000100010010: d1
001010000100010011: d2
001010000100010100: d3
001010000100010101: d4
001010000100010110: d5
001010000100010111: d6
001010000100011000: d7
001011110: d8
001010000100011001: d9
001010000100011010: da
001010000100011011: db
001011111: dc
001010000100011100: dd
001010000100011101: de
001010000100011110: df
001010000100011111: e0
001010000100100000: e1
001010000100100001: e2
001010000100100010: e3
001010000100100011: e4
001010000100100100: e5
001010000100100101: e6
001010000100100110: e7
110100: e8
001010000100100111: e9
100000000: ea
001010000100101000: eb
001010000100101001: ec
001010000100101010: ed
00101011: ee
001010000100101011: ef
001010000100101100: f0
001010000100101101: f1
1000010: f2
001010000100101110: f3
100000001: f4
001010000100101111: f5
001010000100110000: f6
001010000100110001: f7
100000010: f8
001010000100110010: f9
001010000100110011: fa
001010000100110100: fb
001010000100110101: fc
001010000100110110: fd
00101000011: fe
0010100000: ff
