111111: 00
11101001001010101010: 01
000: 02
1110100101: 03
01: 04
1110110100: 05
111010010011: 06
11101111: 07
10: 08
1101111: 09
11101001001010101011: 0a
11101001001010101100: 0b
111000: 0c
11110: 0d
1111100: 0e
0011010: 0f
11111010: 10
0010001: 11
110110: 12
11101001001010101101: 13
111010011: 14
11101001001010101110: 15
11101001001010101111: 16
11101001001010110000: 17
11101001001010110001: 18
11101001001010110010: 19
00100111: 1a
11101001001010110011: 1b
11101001001010110100: 1c
11101001001010110101: 1d
11101001001010110110: 1e
11101001001010110111: 1f
11101001001010111000: 20
11101001001010111001: 21
110111011: 22
11101001001010111010: 23
11001111010: 24
11101001001010111011: 25
110010100: 26
11101001001010111100: 27
11101001001010111101: 28
11101001001010111110: 29
110010101: 2a
11101001001010111111: 2b
11001111011: 2c
11101001001011000000: 2d
11101001001011000001: 2e
11101001001011000010: 2f
11101001001011000011: 30
11101001001011000100: 31
111001010: 32
11101001001011000101: 33
11101001001011000110: 34
11101001001011000111: 35
11101001001011001000: 36
11101001001011001001: 37
110010110: 38
11101001001011001010: 39
111001011: 3a
11101001001011001011: 3b
11101001001011001100: 3c
11101001001011001101: 3d
1110110101: 3e
11101001001011001110: 3f
11001111100: 40
11101001001011001111: 41
1110110110: 42
11101001001011010000: 43
11101001001011010001: 44
11101001001011010010: 45
11101001001011010011: 46
11101001001011010100: 47
11001111101: 48
11101001001011010101: 49
110010111: 4a
11101001001011010110: 4b
11001111110: 4c
11101001001011010111: 4d
11101001001011011000: 4e
11101001001011011001: 4f
00111: 50
11101001001011011010: 51
11001111111: 52
11101001001011011011: 53
11101001001011011100: 54
001100: 55
11101001001011011101: 56
11101001001011011110: 57
11001000: 58
11101001001011011111: 59
1100010: 5a
11101001001011100000: 5b
1110110111: 5c
11101001001011100001: 5d
11011100000: 5e
11101001001011100010: 5f
11011100001: 60
11101001001011100011: 61
11101001001011100100: 62
11101001001011100101: 63
11101001001011100110: 64
11101001001011100111: 65
11101001001011101000: 66
11101001001011101001: 67
0011011: 68
11101001001011101010: 69
11101001001011101011: 6a
11101001001011101100: 6b
11011100010: 6c
11101001001011101101: 6d
11011100011: 6e
11101001001011101110: 6f
11001001: 70
11101001001011101111: 71
1110111000: 72
11101001001011110000: 73
11101001001011110001: 74
11101001001011110010: 75
1100110010: 76
11101001001011110011: 77
11011100100: 78
11101001001011110100: 79
11100100: 7a
11101001001011110101: 7b
11101001001011110110: 7c
11101001001011110111: 7d
1100000: 7e
11101001001011111000: 7f
11010: 80
11101001001011111001: 81
11101001001011111010: 82
11101001001011111011: 83
1110101: 84
11101001001011111100: 85
11101001001011111101: 86
11101001001011111110: 87
11101001001011111111: 88
1110100100100000000: 89
0010010: 8a
1110100100100000001: 8b
1110111001: 8c
1110100100100000010: 8d
11011100101: 8e
1110100100100000011: 8f
1110100100100000100: 90
1110100100100000101: 91
1110100100100000110: 92
1110100100100000111: 93
11111011: 94
1110100100100001000: 95
1100110011: 96
1110100100100001001: 97
1110100100100001010: 98
1110100100100001011: 99
11100110: 9a
1110100100100001100: 9b
1110111010: 9c
1110100100100001101: 9d
1110100100100001110: 9e
1110100100100001111: 9f
1110100100100010000: a0
1110100100100010001: a1
11011100110: a2
1110100100100010010: a3
1100110100: a4
1110100100100010011: a5
1110100100100010100: a6
1110100100100010101: a7
1100110101: a8
1110100100100010110: a9
11011100111: aa
1110100100100010111: ab
1110100100100011000: ac
1110100100100011001: ad
00101: ae
1110100100100011010: af
1110100100100011011: b0
1110100100100011100: b1
0010000: b2
1110100100100011101: b3
11101100: b4
1110100100100011110: b5
1110100100100011111: b6
1110100100100100000: b7
11011101000: b8
1110100100100100001: b9
1100110110: ba
1110100100100100010: bb
1110100100100100011: bc
1110100100100100100: bd
110011000: be
1110100100100100101: bf
1100110111: c0
1110100100100100110: c1
1110100100100100111: c2
1110100100100101000: c3
1100111000: c4
1110100100100101001: c5
1110100100100101010: c6
1110100100100101011: c7
1110100100100101100: c8
1110100100100101101: c9
1110100100100101110: ca
1110100100100101111: cb
1110100100100110000: cc
1110100100100110001: cd
1110100100100110010: ce
1110100100100110011: cf
11100111: d0
1110100100100110100: d1
1110111011: d2
1110100100100110101: d3
1110100100100110110: d4
1110100100100110111: d5
1110100100100111000: d6
1110100100100111001: d7
1100111001: d8
1110100100100111010: d9
1100111010: da
1110100100100111011: db
1110100100100111100: dc
1110100100100111101: dd
1110100100100111110: de
1110100100100111111: df
11011101001: e0
1110100100101000000: e1
1100111011: e2
1110100100101000001: e3
11011101010: e4
1110100100101000010: e5
11011101011: e6
1110100100101000011: e7
1110100100101000100: e8
1110100100101000101: e9
1110100100101000110: ea
1110100100101000111: eb
1110100100101001000: ec
1110100100101001001: ed
1110100100101001010: ee
1110100100101001011: ef
1110100100101001100: f0
1110100100101001101: f1
11101000: f2
1110100100101001110: f3
11101001000: f4
1110100100101001111: f5
001001100: f6
1110100100101010000: f7
1100001: f8
1110100100101010001: f9
1100111100: fa
1110100100101010010: fb
1110100100101010011: fc
1110100100101010100: fd
001001101: fe
1100011: ff
