110: 00
1110: 01
1111: 02
100: 03
101111: 04
101010: 05
1011101000011010: 06
1011101000011011: 07
1011101000011100: 08
1011101000011101: 09
10111011: 0a
1011101000011110: 0b
1011101000011111: 0c
1011101000100000: 0d
1011101000100001: 0e
1011101000100010: 0f
1011101000100011: 10
0: 11
1011101000100100: 12
1011101000100101: 13
1011101000100110: 14
1011101000100111: 15
1011101000101000: 16
1011101000101001: 17
1011101000101010: 18
1011101000101011: 19
1011101000101100: 1a
1011101000101101: 1b
1011101000101110: 1c
1011101000101111: 1d
1011101000110000: 1e
1011101000110001: 1f
1011101000110010: 20
1011101000110011: 21
1011101000110100: 22
1011101000110101: 23
1011101000110110: 24
1011101000110111: 25
1011101000111000: 26
1011101000111001: 27
1011101000111010: 28
1011101000111011: 29
1011101000111100: 2a
1011101000111101: 2b
1011101000111110: 2c
1011101000111111: 2d
1011101001000000: 2e
1011101001000001: 2f
1011101001000010: 30
1011101001000011: 31
1011101001000100: 32
101011: 33
1011101001000101: 34
1011101001000110: 35
1011101001000111: 36
1011101001001000: 37
1011101001001001: 38
1011101001001010: 39
1011101001001011: 3a
1011101001001100: 3b
1011101001001101: 3c
1011101001001110: 3d
1011101001001111: 3e
1011101001010000: 3f
1011101001010001: 40
1011101001010010: 41
1011101001010011: 42
1011101001010100: 43
1011101001010101: 44
1011101001010110: 45
1011101001010111: 46
1011101001011000: 47
1011101001011001: 48
1011101001011010: 49
1011101001011011: 4a
1011101001011100: 4b
1011101001011101: 4c
1011101001011110: 4d
1011101001011111: 4e
1011101001100000: 4f
1011101001100001: 50
1011101001100010: 51
1011101001100011: 52
1011101001100100: 53
1011101001100101: 54
1011101001100110: 55
1011101001100111: 56
1011101001101000: 57
1011101001101001: 58
1011101001101010: 59
1011101001101011: 5a
1011101001101100: 5b
1011101001101101: 5c
1011101001101110: 5d
1011101001101111: 5e
1011101001110000: 5f
1011101001110001: 60
1011101001110010: 61
1011101001110011: 62
1011101001110100: 63
1011101001110101: 64
1011101001110110: 65
1011101001110111: 66
1011101001111000: 67
1011101001111001: 68
1011101001111010: 69
1011101001111011: 6a
1011101001111100: 6b
1011101001111101: 6c
1011101001111110: 6d
1011101001111111: 6e
1011101010000000: 6f
1011101010000001: 70
1011101010000010: 71
1011101010000011: 72
1011101010000100: 73
1011101010000101: 74
1011101010000110: 75
1011101010000111: 76
1011101010001000: 77
1011101010001001: 78
1011101010001010: 79
1011101010001011: 7a
1011101010001100: 7b
1011101010001101: 7c
1011101010001110: 7d
1011101010001111: 7e
1011101010010000: 7f
1011101010010001: 80
1011101010010010: 81
1011101010010011: 82
1011101010010100: 83
1011101010010101: 84
1011101010010110: 85
1011101010010111: 86
1011101010011000: 87
1011101010011001: 88
1011101010011010: 89
1011101010011011: 8a
1011101010011100: 8b
1011101010011101: 8c
1011101010011110: 8d
1011101010011111: 8e
1011101010100000: 8f
1011101010100001: 90
1011101010100010: 91
1011101010100011: 92
1011101010100100: 93
1011101010100101: 94
1011101010100110: 95
1011101010100111: 96
1011101010101000: 97
1011101010101001: 98
1011101010101010: 99
1011101010101011: 9a
1011101010101100: 9b
1011101010101101: 9c
1011101010101110: 9d
1011101010101111: 9e
1011101010110000: 9f
1011101010110001: a0
1011101010110010: a1
1011101010110011: a2
1011101010110100: a3
1011101010110101: a4
1011101010110110: a5
1011101010110111: a6
1011101010111000: a7
1011101010111001: a8
1011101010111010: a9
1011101010111011: aa
1011101010111100: ab
1011101010111101: ac
1011101010111110: ad
101100: ae
1011101010111111: af
1011101011000000: b0
1011101011000001: b1
1011101011000010: b2
1011101011000011: b3
1011101011000100: b4
1011101011000101: b5
1011101011000110: b6
1011101011000111: b7
1011101011001000: b8
1011101011001001: b9
1011100: ba
1011101011001010: bb
1011101011001011: bc
1011101011001100: bd
1011101011001101: be
1011101011001110: bf
1011101011001111: c0
1011101011010000: c1
1011101011010001: c2
1011101011010010: c3
1011101011010011: c4
1011101011010100: c5
1011101011010101: c6
1011101011010110: c7
1011101011010111: c8
1011101011011000: c9
1011101011011001: ca
1011101011011010: cb
1011101011011011: cc
1011101011011100: cd
1011101011011101: ce
1011101011011110: cf
1011101011011111: d0
1011101011100000: d1
1011101011100001: d2
1011101011100010: d3
1011101011100011: d4
1011101011100100: d5
1011101011100101: d6
1011101011100110: d7
1011101011100111: d8
1011101011101000: d9
1011101011101001: da
1011101011101010: db
1011101011101011: dc
1011101011101100: dd
1011101011101101: de
1011101011101110: df
1011101011101111: e0
1011101011110000: e1
1011101011110001: e2
1011101011110010: e3
1011101011110011: e4
1011101011110100: e5
1011101011110101: e6
1011101011110110: e7
1011101011110111: e8
1011101011111000: e9
1011101011111001: ea
1011101011111010: eb
1011101011111011: ec
1011101011111100: ed
1011101011111101: ee
1011101011111110: ef
1011101011111111: f0
101110100000000: f1
101110100000001: f2
101110100000010: f3
101110100000011: f4
101110100000100: f5
101110100000101: f6
101110100000110: f7
101110100000111: f8
101110100001000: f9
101110100001001: fa
101110100001010: fb
101110100001011: fc
101110100001100: fd
10100: fe
101101: ff
