110: 00
1000: 01
111001: 02
111110: 03
11110: 04
111000110000110100: 05
111000110000110101: 06
111000110000110110: 07
11101: 08
111000110000110111: 09
111000110000111000: 0a
111000110000111001: 0b
1110001101: 0c
111000110000111010: 0d
111000110000111011: 0e
111000110000111100: 0f
111000110000111101: 10
0: 11
111000110000111110: 12
111000110000111111: 13
111000110001000000: 14
111000110001000001: 15
111000110001000010: 16
111000110001000011: 17
111000110001000100: 18
111000110001000101: 19
111000110001000110: 1a
111000110001000111: 1b
111000110001001000: 1c
111000110001001001: 1d
111000110001001010: 1e
111000110001001011: 1f
111000110001001100: 20
111000110001001101: 21
111000110001001110: 22
111000110001001111: 23
111000110001010000: 24
111000110001010001: 25
111000110001010010: 26
111000110001010011: 27
111000110001010100: 28
111000110001010101: 29
111000110001010110: 2a
111000110001010111: 2b
111000110001011000: 2c
111000110001011001: 2d
111000110001011010: 2e
111000110001011011: 2f
111000110001011100: 30
111000110001011101: 31
111000110001011110: 32
111000110001011111: 33
111000110001100000: 34
111000110001100001: 35
111000110001100010: 36
111000110001100011: 37
111111101: 38
111000110001100100: 39
111000110001100101: 3a
111000110001100110: 3b
111000110001100111: 3c
111000110001101000: 3d
111000110001101001: 3e
111000110001101010: 3f
111000110001101011: 40
111000110001101100: 41
111000110001101101: 42
111000110001101110: 43
111000110001101111: 44
111000110001110000: 45
111000110001110001: 46
111000110001110010: 47
111000110001110011: 48
111000110001110100: 49
111000110001110101: 4a
111000110001110110: 4b
111000110001110111: 4c
111000110001111000: 4d
111000110001111001: 4e
111000110001111010: 4f
111000110001111011: 50
111000110001111100: 51
111000110001111101: 52
111000110001111110: 53
111000110001111111: 54
111000110010000000: 55
111000110010000001: 56
111000110010000010: 57
111111110: 58
111000110010000011: 59
111000110010000100: 5a
111000110010000101: 5b
111000110010000110: 5c
111000110010000111: 5d
111000110010001000: 5e
111000110010001001: 5f
111000110010001010: 60
111000110010001011: 61
111000110010001100: 62
111000110010001101: 63
1001: 64
111000110010001110: 65
111000110010001111: 66
111000110010010000: 67
1111110010: 68
111000110010010001: 69
111000110010010010: 6a
111000110010010011: 6b
111000110010010100: 6c
111000110010010101: 6d
111000110010010110: 6e
111000110010010111: 6f
111000110010011000: 70
111000110010011001: 71
111000110010011010: 72
111000110010011011: 73
111000110010011100: 74
111000110010011101: 75
111111111: 76
111000110010011110: 77
111000110010011111: 78
111000110010100000: 79
111000110010100001: 7a
111000110010100010: 7b
111000110010100011: 7c
111000110010100100: 7d
111000110010100101: 7e
111000110010100110: 7f
11100000: 80
111000110010100111: 81
111000110010101000: 82
111000110010101001: 83
111000110010101010: 84
111000110010101011: 85
111000110010101100: 86
111000110010101101: 87
1111110011: 88
111000110010101110: 89
111000110010101111: 8a
111000110010110000: 8b
111000110010110001: 8c
111000110010110010: 8d
111000110010110011: 8e
111000110010110100: 8f
111000110010110101: 90
111000110010110110: 91
111000110010110111: 92
111000110010111000: 93
111000110010111001: 94
111000110010111010: 95
111000110010111011: 96
111000110010111100: 97
111000110010111101: 98
111000110010111110: 99
111000110010111111: 9a
111000110011000000: 9b
111000110011000001: 9c
111000110011000010: 9d
111000110011000011: 9e
111000110011000100: 9f
111000110011000101: a0
111000110011000110: a1
11100001: a2
111000110011000111: a3
1111110100: a4
111000110011001000: a5
111000110011001001: a6
111000110011001010: a7
111000110011001011: a8
111000110011001100: a9
111000110011001101: aa
111000110011001110: ab
111000110011001111: ac
111000110011010000: ad
111000110011010001: ae
111000110011010010: af
111000110011010011: b0
111000110011010100: b1
111000110011010101: b2
111000110011010110: b3
111000110011010111: b4
111000110011011000: b5
11100010: b6
111000110011011001: b7
111000110011011010: b8
111000110011011011: b9
111000110011011100: ba
111000110011011101: bb
111000110011011110: bc
111000110011011111: bd
111000110011100000: be
111000110011100001: bf
111000110011100010: c0
111000110011100011: c1
111000110011100100: c2
111000110011100101: c3
111000110011100110: c4
111000110011100111: c5
111000111: c6
111000110011101000: c7
111000110011101001: c8
111000110011101010: c9
111000110011101011: ca
111000110011101100: cb
111000110011101101: cc
111000110011101110: cd
111000110011101111: ce
111000110011110000: cf
111000110011110001: d0
111000110011110010: d1
111000110011110011: d2
111000110011110100: d3
111000110011110101: d4
111000110011110110: d5
111000110011110111: d6
111000110011111000: d7
1111110101: d8
111000110011111001: d9
111000110011111010: da
111000110011111011: db
1111110110: dc
111000110011111100: dd
111000110011111101: de
111000110011111110: df
111000110011111111: e0
11100011000000000: e1
11100011000000001: e2
11100011000000010: e3
11100011000000011: e4
11100011000000100: e5
11100011000000101: e6
11100011000000110: e7
1111110111: e8
11100011000000111: e9
11100011000001000: ea
11100011000001001: eb
11100011000001010: ec
11100011000001011: ed
11100011000001100: ee
11100011000001101: ef
11100011000001110: f0
11100011000001111: f1
1111111000: f2
11100011000010000: f3
11100011000010001: f4
11100011000010010: f5
11100011000010011: f6
11100011000010100: f7
11100011000010101: f8
11100011000010110: f9
11100011000010111: fa
11100011000011000: fb
1111111001: fc
11100011000011001: fd
111111000: fe
101: ff
