1010: 00
1000011: 01
1110: 02
011000: 03
011001: 04
11111101: 05
11000000: 06
1101111: 07
110110: 08
111110: 09
111111001010101000: 0a
111111001010101001: 0b
01010: 0c
0011: 0d
0010: 0e
10001: 0f
00011: 10
01011: 11
0100: 12
111111001010101010: 13
1111111: 14
111111001010101011: 15
111111001010101100: 16
111111001010101101: 17
111111001010101110: 18
111111001010101111: 19
1111000: 1a
111111001010110000: 1b
111111001010110001: 1c
111111001010110010: 1d
111111001010110011: 1e
111111001010110100: 1f
111111001010110101: 20
111111001010110110: 21
11000001: 22
111111001010110111: 23
1111110011: 24
111111001010111000: 25
1011000: 26
111111001010111001: 27
111111001010111010: 28
111111001010111011: 29
110100010: 2a
111111001010111100: 2b
110100011: 2c
111111001010111101: 2d
111111001010111110: 2e
111111001010111111: 2f
111111001011000000: 30
111111001011000001: 31
11000010: 32
000000: 33
111111001011000010: 34
111111001011000011: 35
111111001011000100: 36
111111001011000101: 37
1011001: 38
111111001011000110: 39
11000011: 3a
111111001011000111: 3b
111111001011001000: 3c
111111001011001001: 3d
0000010: 3e
111111001011001010: 3f
110100100: 40
111111001011001011: 41
111111001011001100: 42
111111001011001101: 43
111111001011001110: 44
111111001011001111: 45
111111001011010000: 46
111111001011010001: 47
110100101: 48
111111001011010010: 49
1011010: 4a
111111001011010011: 4b
110100110: 4c
111111001011010100: 4d
111111001011010101: 4e
111111001011010110: 4f
1111001: 50
111111001011010111: 51
110100111: 52
111111001011011000: 53
111111001011011001: 54
0111: 55
111111001011011010: 56
111111001011011011: 57
111111001011011100: 58
111111001011011101: 59
1011011: 5a
111111001011011110: 5b
0000011: 5c
111111001011011111: 5d
110101000: 5e
111111001011100000: 5f
110101001: 60
111111001011100001: 61
111111001011100010: 62
111111001011100011: 63
111111001011100100: 64
111111001011100101: 65
111111001011100110: 66
111111001011100111: 67
10010: 68
111111001011101000: 69
111111001011101001: 6a
111111001011101010: 6b
110101010: 6c
111111001011101011: 6d
110101011: 6e
111111001011101100: 6f
111111001011101101: 70
111111001011101110: 71
0000100: 72
111111001011101111: 73
111111001011110000: 74
111111001011110001: 75
11000100: 76
111111001011110010: 77
110101100: 78
111111001011110011: 79
11000101: 7a
111111001011110100: 7b
111111001011110101: 7c
111111001011110110: 7d
011010: 7e
111111001011110111: 7f
1011100: 80
111111001011111000: 81
111111001011111001: 82
111111001011111010: 83
011011: 84
111111001011111011: 85
111111001011111100: 86
111111001011111101: 87
111111001011111110: 88
111111001011111111: 89
11000110: 8a
11111100100000000: 8b
0000101: 8c
11111100100000001: 8d
110101101: 8e
11111100100000010: 8f
11111100100000011: 90
11111100100000100: 91
11111100100000101: 92
11111100100000110: 93
1111010: 94
11111100100000111: 95
11000111: 96
11111100100001000: 97
11111100100001001: 98
11111100100001010: 99
0000110: 9a
11111100100001011: 9b
0000111: 9c
11111100100001100: 9d
11111100100001101: 9e
11111100100001110: 9f
11111100100001111: a0
11111100100010000: a1
110101110: a2
11111100100010001: a3
11001000: a4
11111100100010010: a5
11111100100010011: a6
11111100100010100: a7
11001001: a8
11111100100010101: a9
110101111: aa
11111100100010110: ab
11111100100010111: ac
11111100100011000: ad
1011101: ae
11111100100011001: af
11111100100011010: b0
11111100100011011: b1
1111011: b2
11111100100011100: b3
1011110: b4
11111100100011101: b5
11111100100011110: b6
11111100100011111: b7
110111000: b8
11111100100100000: b9
11001010: ba
11111100100100001: bb
11111100100100010: bc
11111100100100011: bd
1011111: be
11111100100100100: bf
11001011: c0
11111100100100101: c1
11111100100100110: c2
11111100100100111: c3
11001100: c4
11111100100101000: c5
11111100100101001: c6
11111100100101010: c7
11111100100101011: c8
11111100100101100: c9
11111100100101101: ca
11111100100101110: cb
11111100100101111: cc
11111100100110000: cd
11111100100110001: ce
11111100100110010: cf
0001000: d0
11111100100110011: d1
0001001: d2
11111100100110100: d3
11111100100110101: d4
11111100100110110: d5
11111100100110111: d6
11111100100111000: d7
11001101: d8
11111100100111001: d9
11001110: da
11111100100111010: db
11111100100111011: dc
11111100100111100: dd
11111100100111101: de
11111100100111110: df
110111001: e0
11111100100111111: e1
11001111: e2
11111100101000000: e3
110111010: e4
11111100101000001: e5
110111011: e6
11111100101000010: e7
11111100101000011: e8
11111100101000100: e9
11111100101000101: ea
11111100101000110: eb
11111100101000111: ec
11111100101001000: ed
11111100101001001: ee
11111100101001010: ef
11111100101001011: f0
11111100101001100: f1
0001010: f2
11111100101001101: f3
111111000: f4
11111100101001110: f5
0001011: f6
11111100101001111: f7
100000: f8
11111100101010000: f9
11010000: fa
11111100101010001: fb
11111100101010010: fc
11111100101010011: fd
1000010: fe
10011: ff
