10011: 00
1011111110000111110: 01
0001: 02
001: 03
11: 04
10111111101: 05
1011111110000111111: 06
1011111110001000000: 07
01: 08
1011111110001000001: 09
101001: 0a
1011111110001000010: 0b
1011111110001000011: 0c
1011111110001000100: 0d
1011111110001000101: 0e
1011111110001000110: 0f
101010: 10
0000: 11
1011111110001000111: 12
1011111110001001000: 13
1011111110001001001: 14
1011111110001001010: 15
1011111110001001011: 16
1011111110001001100: 17
1011111110001001101: 18
1011111110001001110: 19
100000: 1a
1011111110001001111: 1b
1011111110001010000: 1c
1011111110001010001: 1d
1011111110001010010: 1e
1011111110001010011: 1f
1011111110001010100: 20
1011111110001010101: 21
1011111110001010110: 22
1011111110001010111: 23
1011111110001011000: 24
1011111110001011001: 25
1011111110001011010: 26
1011111110001011011: 27
1011111110001011100: 28
1011111110001011101: 29
1011111110001011110: 2a
1011111110001011111: 2b
1011111110001100000: 2c
1011111110001100001: 2d
1011111110001100010: 2e
1011111110001100011: 2f
1011111110001100100: 30
1011111110001100101: 31
1011111110001100110: 32
1011111110001100111: 33
1011111110001101000: 34
1011111110001101001: 35
1011111110001101010: 36
1011111110001101011: 37
1011110110: 38
1011111110001101100: 39
1011111110001101101: 3a
1011111110001101110: 3b
1011111110001101111: 3c
1011111110001110000: 3d
1011111110001110001: 3e
1011111110001110010: 3f
1011111110001110011: 40
1011111110001110100: 41
1011111110001110101: 42
1011111110001110110: 43
1011110111: 44
1011111110001110111: 45
1011111110001111000: 46
1011111110001111001: 47
1011111110001111010: 48
1011111110001111011: 49
1011111110001111100: 4a
1011111110001111101: 4b
1011111110001111110: 4c
1011111110001111111: 4d
1011111110010000000: 4e
1011111110010000001: 4f
1011111110010000010: 50
1011111110010000011: 51
100001: 52
1011111110010000100: 53
1011111000: 54
1011111110010000101: 55
1011111110010000110: 56
1011111110010000111: 57
1011111110010001000: 58
1011111110010001001: 59
1011111110010001010: 5a
1011111110010001011: 5b
1011111110010001100: 5c
1011111110010001101: 5d
1011111001: 5e
1011111110010001110: 5f
100010: 60
1011111110010001111: 61
1011111110010010000: 62
1011111110010010001: 63
101011: 64
1011111110010010010: 65
1011111110010010011: 66
1011111110010010100: 67
1011111110010010101: 68
1011111110010010110: 69
1011111110010010111: 6a
1011111110010011000: 6b
1011111110010011001: 6c
1011111110010011010: 6d
1011111110010011011: 6e
1011111110010011100: 6f
101100: 70
1011111110010011101: 71
1011111110010011110: 72
1011111110010011111: 73
1011111110010100000: 74
1011111110010100001: 75
1011111110010100010: 76
1011111110010100011: 77
1011111110010100100: 78
1011111110010100101: 79
1011111110010100110: 7a
1011111110010100111: 7b
1011111110010101000: 7c
1011111110010101001: 7d
1011111110010101010: 7e
1011111110010101011: 7f
1011111010: 80
1011111110010101100: 81
1011111110010101101: 82
1011111110010101110: 83
1011111110010101111: 84
1011111110010110000: 85
1011111110010110001: 86
1011111110010110010: 87
1011111110010110011: 88
1011111110010110100: 89
1011111110010110101: 8a
1011111110010110110: 8b
100011: 8c
1011111110010110111: 8d
1011111110010111000: 8e
1011111110010111001: 8f
1011111110010111010: 90
1011111110010111011: 91
1011111011: 92
1011111110010111100: 93
1011111110010111101: 94
1011111110010111110: 95
1011111110010111111: 96
1011111110011000000: 97
1011111100: 98
1011111110011000001: 99
1011111110011000010: 9a
1011111110011000011: 9b
1011111110011000100: 9c
1011111110011000101: 9d
1011111110011000110: 9e
1011111110011000111: 9f
1011111110011001000: a0
1011111110011001001: a1
1011111110011001010: a2
1011111110011001011: a3
1011111110011001100: a4
1011111110011001101: a5
1011111110011001110: a6
1011111110011001111: a7
1011111110011010000: a8
1011111110011010001: a9
1011111110011010010: aa
1011111110011010011: ab
1011111110011010100: ac
1011111110011010101: ad
1011111111: ae
1011111110011010110: af
1011111110011010111: b0
1011111110011011000: b1
1011111110011011001: b2
1011111110011011010: b3
101101: b4
1011111110011011011: b5
1011111110011011100: b6
1011111110011011101: b7
1011111110011011110: b8
1011111110011011111: b9
1011111101: ba
1011111110011100000: bb
100100: bc
1011111110011100001: bd
1011111110011100010: be
1011111110011100011: bf
1011111110011100100: c0
1011111110011100101: c1
1011111110011100110: c2
1011111110011100111: c3
1011111110011101000: c4
1011111110011101001: c5
1011111110011101010: c6
1011111110011101011: c7
101110: c8
1011111110011101100: c9
1011111110011101101: ca
1011111110011101110: cb
1011111110011101111: cc
1011111110011110000: cd
1011111110011110001: ce
1011111110011110010: cf
1011111110011110011: d0
1011111110011110100: d1
1011111110011110101: d2
1011111110011110110: d3
1011111110011110111: d4
1011111110011111000: d5
1011111110011111001: d6
1011111110011111010: d7
1011111110011111011: d8
1011111110011111100: d9
100101: da
1011111110011111101: db
1011111110011111110: dc
1011111110011111111: dd
101111111000000000: de
101111111000000001: df
101111111000000010: e0
101111111000000011: e1
101000: e2
101111111000000100: e3
101111111000000101: e4
101111111000000110: e5
101111111000000111: e6
101111111000001000: e7
101111111000001001: e8
101111111000001010: e9
101111111000001011: ea
101111111000001100: eb
101111111000001101: ec
101111111000001110: ed
101111111000001111: ee
101111111000010000: ef
101111111000010001: f0
101111111000010010: f1
101111111000010011: f2
101111111000010100: f3
101111111000010101: f4
101111111000010110: f5
101111111000010111: f6
101111111000011000: f7
101111111000011001: f8
101111111000011010: f9
101111111000011011: fa
101111111000011100: fb
101111111000011101: fc
101111111000011110: fd
10111100: fe
101111010: ff
